id,room_type,room_sharing,room_private,person_capacity,host_status,multi_listing,business_listing,cleanliness_rating,guest_satisfaction_rating,bedrooms,dist_city,dist_metro,attr_index,attr_index_norm,rest_index,rest_index_norm,longitude,latitude,price
2680,Entire home/apt,False,False,4,False,0,0,10,100,2,3.919371645,0.151051156,259.7449992,12.63011945,571.835928,26.38012472,2.31557,48.83125,421.7541243
2681,Entire home/apt,False,False,2,False,0,0,9,100,1,4.602390565,0.118677531,260.8948117,12.68602916,545.8219612,25.18003977,2.29772,48.83669,219.4985553
2682,Private room,False,True,2,False,1,0,8,80,1,4.090874442,0.288910248,219.385477,10.66763475,476.442023,21.97938145,2.3293,48.82318,207.8478889
2683,Private room,False,True,2,False,1,0,10,100,2,3.975717006,0.122436551,406.1596211,19.74954107,729.8163856,33.66813159,2.29959,48.8496,257.9457545
2684,Entire home/apt,False,False,4,False,0,0,10,85,2,4.759042952,0.443445817,231.5883165,11.26099871,478.4842782,22.07359544,2.30118,48.8306,274.7227141
2685,Entire home/apt,False,False,2,False,1,0,8,80,0,5.425754439,0.659689388,204.5895367,9.948181079,411.339662,18.97605774,2.2933,48.82754,254.6835679
2686,Entire home/apt,False,False,2,False,0,0,10,100,1,3.583115982,0.341012142,274.9088302,13.36746183,613.5716853,28.30549252,2.32153,48.83178,359.3065523
2687,Entire home/apt,False,False,2,False,0,0,10,100,1,3.638124363,0.737589314,225.295794,10.95502435,492.293805,22.71066111,2.34299,48.82448,228.5860751
2688,Entire home/apt,False,False,2,False,0,0,10,100,1,4.841139656,0.077105412,284.7716915,13.84704418,548.2804993,25.29345787,2.29024,48.84261,237.2075683
2689,Entire home/apt,False,False,2,False,1,0,6,60,1,5.369551318,0.255668497,252.0866906,12.25773364,485.0543363,22.37668754,2.28334,48.84124,289.6355672
2690,Entire home/apt,False,False,4,False,0,1,10,60,1,5.491842319,0.593607605,203.3866949,9.889692811,408.0089228,18.82240297,2.29203,48.82768,457.6381769
2691,Entire home/apt,False,False,4,False,0,0,10,90,1,5.683581725,0.197003233,250.0851884,12.16041045,461.8429641,21.30589282,2.27746,48.84451,243.2659148
2692,Entire home/apt,False,False,3,False,0,0,10,83,0,4.716919918,0.276045887,395.4409369,19.22834427,622.1997205,28.7035239,2.28892,48.85143,245.5960481
2693,Entire home/apt,False,False,2,False,0,0,9,87,0,3.56243318,0.310209924,202.1750416,9.830776081,502.7652229,23.19373204,2.36495,48.82555,176.1580762
2694,Entire home/apt,False,False,4,False,0,0,10,100,2,3.937756415,0.110199931,265.2868981,12.89959468,580.6674726,26.78754446,2.3132,48.83262,289.6355672
2695,Entire home/apt,False,False,4,False,1,0,10,100,1,4.474285535,0.24394309,232.3366397,11.29738598,481.913487,22.23179284,2.3091,48.82846,218.7995153
2696,Entire home/apt,False,False,2,False,0,0,9,98,0,3.46624317,0.309057608,206.7737799,10.05439006,516.0263895,23.80550057,2.36434,48.82634,336.0052195
2697,Entire home/apt,False,False,2,False,0,0,9,89,0,3.452207921,0.550326121,242.0542316,11.76990459,524.5377032,24.19814732,2.34002,48.82667,230.9162084
2698,Entire home/apt,False,False,2,False,1,0,10,86,0,4.978234598,0.311792595,258.6213609,12.57548245,515.4739783,23.78001656,2.29028,48.83908,230.9162084
2699,Private room,False,True,2,False,0,1,10,100,1,4.099330766,0.134734037,225.1512361,10.9479952,500.0525058,23.06858807,2.32543,48.8244,271.4605275
2700,Entire home/apt,False,False,2,False,0,0,8,70,0,3.161660294,0.231347142,231.7246683,11.26762883,560.9310473,25.87705714,2.35563,48.82819,264.703141
2701,Entire home/apt,False,False,2,False,0,0,8,100,1,4.69209346,0.20089082,253.3720432,12.320234,525.3792742,24.23697095,2.29714,48.83572,187.8087427
2702,Entire home/apt,False,False,2,False,0,1,10,100,0,3.654040184,0.125082631,279.0212399,13.56742805,633.0477022,29.20396659,2.31769,48.83322,256.0816479
2703,Entire home/apt,False,False,2,False,0,0,10,100,1,2.639264345,0.276077914,293.0968201,14.25185416,639.2778249,29.49137668,2.34468,48.83343,261.9069811
2704,Private room,False,True,2,False,1,0,10,100,1,4.927065302,0.157250417,280.1770888,13.62363129,539.3970709,24.8836446,2.28903,48.84256,312.7038867
2705,Entire home/apt,False,False,2,False,0,0,10,90,2,3.834463732,0.309643038,261.4554624,12.71329085,576.0246053,26.57335817,2.3177,48.83098,194.3331159
2706,Entire home/apt,False,False,3,False,0,0,10,100,1,2.975365222,0.299693484,332.3491501,16.16050156,700.6603872,32.3230974,2.32898,48.83488,269.8294342
2707,Entire home/apt,False,False,3,False,0,0,10,94,1,4.648746021,0.46557156,246.7120943,11.9963935,508.53763,23.46002664,2.29961,48.83379,307.1115668
2708,Private room,False,True,2,False,1,0,9,91,2,3.961397964,0.139182823,408.9148415,19.88351386,730.6215014,33.70527346,2.29975,48.84973,228.5860751
2709,Entire home/apt,False,False,4,False,0,1,10,100,0,5.005687003,0.1124361,430.8225978,20.94878011,595.9690308,27.49344102,2.28451,48.85699,585.0964675
2710,Entire home/apt,False,False,2,False,0,0,9,96,1,5.065830297,0.342819982,250.9505167,12.2024871,503.7743097,23.24028356,2.28959,48.83815,169.633703
2711,Private room,False,True,2,False,0,0,9,92,1,4.897354789,0.38763341,352.5358063,17.14207918,586.4449418,27.05407259,2.2867,48.85015,263.0720477
2712,Private room,False,True,2,False,0,0,10,100,1,3.749860624,0.844086382,220.4411873,10.71896874,479.6032304,22.12521532,2.34228,48.82355,181.9834095
2713,Entire home/apt,False,False,4,False,0,0,8,97,1,4.657632784,0.313629104,349.7337893,17.0058309,610.003332,28.14087606,2.29049,48.84835,417.0938578
2714,Entire home/apt,False,False,4,False,0,0,9,95,1,3.819774507,0.462486497,257.8307615,12.5370395,569.1776268,26.25749108,2.31962,48.83006,463.6965234
2715,Entire home/apt,False,False,2,False,0,0,10,100,1,5.513389693,0.58281639,202.8178492,9.862032645,406.5288341,18.75412303,2.29169,48.82766,219.964582
2716,Entire home/apt,False,False,2,False,0,0,8,100,0,4.791325139,0.23677354,397.0284248,19.30553599,610.4062725,28.15946464,2.28779,48.85206,314.1019666
2717,Private room,False,True,4,False,0,0,10,90,1,3.452222696,0.108578747,213.9947967,10.40551253,531.9647188,24.54077287,2.35777,48.82569,202.255569
2718,Entire home/apt,False,False,4,False,0,0,7,80,0,4.289177241,0.50470784,266.0733876,12.93783779,546.0061244,25.18853565,2.3038,48.83547,207.1488489
2719,Entire home/apt,False,False,2,False,0,0,9,92,1,4.603394489,0.209599787,381.9625183,18.57295519,650.2040837,29.99543047,2.29077,48.85008,440.3951906
2720,Entire home/apt,False,False,4,True,1,0,9,88,2,5.703214863,0.192636034,223.8782292,10.88609515,438.9705153,20.25073342,2.28087,48.83703,394.0255383
2721,Entire home/apt,False,False,4,False,0,0,6,80,1,3.573172076,0.171034504,357.8944303,17.40264266,678.1882264,31.28640422,2.30744,48.84477,382.3748718
2722,Entire home/apt,False,False,2,False,0,0,10,90,1,3.274383978,0.073753179,223.2885459,10.85742176,549.1467934,25.33342203,2.35736,48.82727,289.8685805
2723,Entire home/apt,False,False,2,False,0,1,10,80,0,3.967206269,0.261503639,253.4564905,12.32434025,555.8825053,25.64415613,2.31636,48.83017,122.0989841
2724,Entire home/apt,False,False,4,False,0,0,9,100,1,5.812462414,0.251366127,255.4797306,12.42272045,459.4881774,21.19726102,2.27464,48.84779,326.6846864
2725,Entire home/apt,False,False,2,False,0,0,9,90,0,3.593488022,0.707809754,236.7406207,11.51152988,507.5628774,23.41505903,2.3383,48.82568,219.964582
2726,Entire home/apt,False,False,2,False,0,1,9,90,1,3.114296302,0.112573324,319.8811769,15.55424546,668.7932035,30.85298991,2.32954,48.83311,370.7242054
2727,Entire home/apt,False,False,5,False,0,0,10,90,1,4.754643756,0.109371966,460.0554801,22.37023113,637.1743463,29.3943383,2.28803,48.8542,429.9095908
2728,Entire home/apt,False,False,4,False,0,1,8,100,1,2.222886617,0.355168441,326.683273,15.88499787,729.523161,33.65460445,2.34744,48.83688,515.6584957
2729,Entire home/apt,False,False,2,False,0,0,10,100,0,6.34638547,0.241390176,226.1440165,10.99626922,421.109856,19.42677957,2.267,48.849,257.7127412
2730,Entire home/apt,False,False,2,False,0,0,10,100,0,5.227399983,0.201841631,262.333037,12.75596297,503.9071409,23.24641138,2.285,48.842,243.2659148
2731,Entire home/apt,False,False,2,False,0,0,10,100,1,3.993770072,0.337565945,224.5352445,10.91804257,490.9243581,22.64748533,2.3298,48.82399,330.1798863
2732,Entire home/apt,False,False,3,False,0,0,10,100,2,3.713538091,0.417730531,262.2125064,12.75010217,583.9590909,26.93939449,2.32171,48.83018,370.7242054
2733,Entire home/apt,False,False,4,False,0,0,7,100,1,3.969738657,0.255591922,268.1104073,13.03688803,566.6638148,26.14152308,2.31147,48.83348,140.507037
2734,Entire home/apt,False,False,2,False,0,0,10,100,0,5.110358428,0.320975634,383.1760421,18.63196287,568.732305,26.23694735,2.28311,48.85524,370.7242054
2735,Entire home/apt,False,False,4,False,0,0,10,100,2,4.126948894,0.117283174,183.2601774,8.911039434,434.5196613,20.04540515,2.36192,48.81994,301.2862336
2736,Entire home/apt,False,False,4,False,0,0,9,97,1,5.025409525,0.500202836,231.2009454,11.24216276,479.493722,22.12016344,2.29455,48.83273,301.2862336
2737,Entire home/apt,False,False,2,False,0,0,10,100,0,2.673944909,0.242797308,293.8480445,14.2883825,635.6270411,29.32295751,2.34356,48.83329,194.3331159
2738,Entire home/apt,False,False,3,False,0,0,9,92,1,4.878812649,0.269993576,253.9742278,12.34951527,520.0340865,23.99038498,2.293,48.8373,312.7038867
2739,Entire home/apt,False,False,2,False,0,0,10,100,0,4.304132199,0.18941615,375.4062984,18.25415852,660.4769693,30.46934263,2.29535,48.84854,195.4981825
2740,Entire home/apt,False,False,2,False,0,0,10,100,0,3.935273921,0.317945302,272.2795818,13.23961444,572.3057448,26.40179846,2.31131,48.83409,240.0037282
2741,Entire home/apt,False,False,2,False,0,1,10,100,0,4.0801411,0.353660543,263.8998176,12.8321478,555.3254738,25.61845896,2.30959,48.83342,279.1499674
2742,Entire home/apt,False,False,4,False,0,0,8,95,0,4.64256576,0.140522436,436.3255583,21.21636196,645.6555506,29.78559603,2.28974,48.85264,394.0255383
2743,Entire home/apt,False,False,4,False,0,0,10,100,1,6.110436155,0.123426771,235.737092,11.46273322,431.644237,19.91275512,2.27059,48.84752,237.9066083
2744,Entire home/apt,False,False,3,False,0,0,10,100,1,4.739792922,0.112099748,258.1863529,12.55433016,544.7215652,25.12927593,2.29524,48.83714,310.6067667
2745,Shared room,True,False,2,False,1,0,10,100,1,4.560758751,0.406752056,253.2082376,12.31226894,521.7772454,24.07080097,2.30018,48.83467,245.8290614
2746,Private room,False,True,2,False,0,0,10,100,1,4.889345352,0.130583997,273.556407,13.30170016,539.4684087,24.88693558,2.29032,48.84117,158.21605
2747,Entire home/apt,False,False,2,False,0,0,8,80,1,5.761574249,0.418577916,234.2524921,11.39054444,447.7984925,20.6579886,2.27776,48.84117,246.5281014
2748,Entire home/apt,False,False,4,False,0,0,10,98,2,4.97676849,0.070945715,451.211051,21.94017012,605.865832,27.95000354,2.28491,48.85731,370.9572188
2749,Entire home/apt,False,False,2,False,0,0,10,98,1,5.983353851,0.297662991,216.5972004,10.5320546,414.0025524,19.09890308,2.27615,48.83809,487.2308696
2750,Entire home/apt,False,False,2,True,0,0,10,96,1,3.630644818,0.311409568,272.5587402,13.25318853,609.0211239,28.09556451,2.32065,48.83171,211.3430888
2751,Entire home/apt,False,False,2,False,0,0,8,82,1,4.03873163,0.354199807,321.5545551,15.63561359,625.9719454,28.87754543,2.30174,48.8429,626.3398266
2752,Private room,False,True,2,False,1,0,10,100,1,2.513191722,0.164808179,370.0063955,17.99158785,764.0582694,35.24778953,2.33244,48.83836,626.3398266
2753,Entire home/apt,False,False,6,False,0,0,9,93,3,3.094579862,0.076634223,328.8024259,15.98804184,662.3888967,30.55754431,2.33059,48.83288,649.6411595
2754,Entire home/apt,False,False,2,False,0,0,7,88,1,3.029697814,0.184790398,260.006874,12.64285313,579.6476913,26.74049957,2.3449,48.82981,194.5661292
2755,Entire home/apt,False,False,3,False,0,0,10,100,1,4.488187421,0.503481272,254.3905266,12.36975783,526.6238789,24.29438747,2.30164,48.83438,254.9165812
2756,Entire home/apt,False,False,4,False,1,0,9,86,2,5.846624152,0.403505959,205.9372829,10.01371534,404.8516196,18.67674921,2.28229,48.832,375.1514587
2757,Entire home/apt,False,False,2,False,0,0,8,91,0,4.483723338,0.239571359,264.6827507,12.87021797,558.2720334,25.75439063,2.29964,48.83661,196.4302358
2758,Private room,False,True,3,False,0,0,9,91,1,4.970617549,0.198525001,293.9613279,14.29389092,547.6966353,25.26652286,2.28734,48.8449,195.7311958
2759,Private room,False,True,2,False,0,0,9,84,1,6.099716776,0.093219264,235.6828677,11.46009656,432.6276741,19.95812337,2.2708,48.84728,133.2836238
2760,Entire home/apt,False,False,4,True,0,0,10,99,2,5.056211182,0.192387428,313.5772075,15.24771449,578.156531,26.67170887,2.28509,48.84789,793.7599030000001
2761,Shared room,True,False,2,False,0,0,10,97,1,5.777229192,0.394793131,238.5762473,11.60078735,449.1969364,20.72250208,2.27683,48.84276,220.1975953
2762,Entire home/apt,False,False,4,False,0,0,8,84,1,3.215554327,0.075856875,302.1139229,14.69031144,641.0092415,29.57125096,2.32925,48.83215,174.7599963
2763,Entire home/apt,False,False,2,False,0,0,7,79,1,3.490042727,0.14575195,212.0377733,10.31035213,524.7592035,24.20836565,2.35794,48.82536,707.4284649
2764,Entire home/apt,False,False,2,True,0,0,9,94,1,4.533855787,0.505117355,245.1294557,11.91943759,520.6224932,24.01752955,2.30315,48.83224,556.6688415
2765,Private room,False,True,2,False,1,0,10,94,1,2.653628623,0.26228955,295.3823461,14.36298803,638.8699433,29.47256014,2.34367,48.83346,259.1108211
2766,Private room,False,True,2,False,0,0,8,80,1,4.506363162,0.566884597,251.3132408,12.22012459,521.3170369,24.04957047,2.30195,48.83378,475.5802032
2767,Entire home/apt,False,False,4,True,0,0,10,97,1,4.451058467,0.180416055,272.8172341,13.26575782,575.8589841,26.56571767,2.29902,48.83797,399.8508715
2768,Entire home/apt,False,False,2,False,0,0,10,94,0,5.950079212,0.208199925,248.4388281,12.08035606,448.5361578,20.69201882,2.27258,48.84844,289.8685805
2769,Entire home/apt,False,False,3,False,0,0,9,90,1,5.27717166,0.348695884,232.5266613,11.30662579,488.7775296,22.54844713,2.28842,48.83533,221.3626619
2770,Entire home/apt,False,False,5,False,0,0,9,98,3,6.143638504,0.159273903,236.4380765,11.49681864,430.8202161,19.87474112,2.2699,48.84849,649.6411595
2771,Entire home/apt,False,False,4,False,0,0,8,88,1,3.038057649,0.174171225,335.0245551,16.29059332,726.3704505,33.50916257,2.32991,48.83377,230.6831951
2772,Entire home/apt,False,False,4,False,0,0,9,92,1,5.53058772,0.404264663,224.4811522,10.91541233,457.4782382,21.10453783,2.28453,48.8354,375.6174853
2773,Entire home/apt,False,False,4,False,0,0,9,90,2,4.984246138,0.411577708,359.0635909,17.45949318,573.6931593,26.46580313,2.28525,48.85143,295.4609004
2774,Entire home/apt,False,False,4,False,0,0,8,86,1,5.120309125,0.377864103,235.2317681,11.43816181,498.9350878,23.01703898,2.29135,48.83467,434.8028707
2775,Entire home/apt,False,False,2,True,0,0,10,93,1,5.452652897,0.208765372,234.1114953,11.38368846,464.7087359,21.43809755,2.28426,48.83752,234.877435
2776,Entire home/apt,False,False,4,False,0,0,9,91,2,3.272106497,0.239022849,296.7135244,14.42771667,649.1249341,29.94564678,2.32705,48.83251,314.1019666
2777,Entire home/apt,False,False,4,False,1,0,10,99,1,4.662508762,0.194885235,222.5091258,10.8195224,457.4367294,21.10262294,2.30783,48.8269,287.5384472
2778,Entire home/apt,False,False,2,False,0,0,10,100,1,2.960469519,0.047773412,539.3623723,26.22653452,704.398531,32.49554669,2.33227,48.83362,241.1687949
2779,Entire home/apt,False,False,4,False,0,0,8,80,1,3.399400467,0.148478016,297.7796012,14.47955473,680.5935806,31.39736882,2.32053,48.83459,405.909218
2780,Entire home/apt,False,False,2,False,0,0,10,95,1,4.866493464,0.619955136,233.2675447,11.3426513,480.7483329,22.17804156,2.29787,48.83198,193.1680492
2781,Entire home/apt,False,False,5,False,0,0,9,80,2,3.927173593,0.251439934,237.7689363,11.56153179,519.2854716,23.95584963,2.32502,48.82635,336.2382328
2782,Entire home/apt,False,False,2,True,0,0,10,96,1,4.083646581,0.43778468,325.9171415,15.84774467,627.3007145,28.93884465,2.30065,48.84363,260.7419144
2783,Private room,False,True,2,False,1,0,10,90,1,4.8090756,0.295757588,384.1149369,18.6776167,602.8768993,27.8121171,2.28764,48.85151,315.5000466
2784,Private room,False,True,6,False,0,0,10,87,3,3.193468749,0.299770424,286.7739925,13.94440621,599.127221,27.6391357,2.33369,48.83074,371.8892721
2785,Private room,False,True,2,False,1,0,9,93,1,3.304363053,0.197091552,291.9339523,14.19530963,636.1598347,29.34753652,2.32764,48.83189,134.6817038
2786,Entire home/apt,False,False,2,False,0,0,10,98,0,3.507653545,0.350536907,275.6653795,13.4042491,616.195312,28.42652653,2.32446,48.83113,281.713114
2787,Entire home/apt,False,False,2,False,0,0,9,96,0,4.126630766,0.22059987,362.759906,17.63922677,669.4550856,30.88352408,2.29832,48.84719,277.7518874
2788,Private room,False,True,2,False,0,0,10,93,1,3.813934044,0.906988195,217.2277719,10.56271618,472.9811333,21.81972253,2.342,48.823,159.1481033
2789,Entire home/apt,False,False,4,False,1,0,8,87,2,4.386626613,0.269325137,272.0020538,13.22611962,568.0911033,26.20736722,2.30051,48.83737,405.909218
2790,Private room,False,True,2,False,1,0,9,94,1,4.295977885,0.161782728,216.8066165,10.54223747,472.6042553,21.80233627,2.32316,48.82322,105.3220244
2791,Private room,False,True,2,True,1,0,10,98,1,5.546503676,0.3332128,245.0679829,11.91644847,467.1243969,21.54953763,2.28068,48.84149,219.0325287
2792,Entire home/apt,False,False,4,True,0,0,10,98,1,5.575600029,0.162842728,216.0635481,10.50610572,439.6549497,20.28230798,2.28578,48.83286,301.2862336
2793,Entire home/apt,False,False,4,True,0,0,10,99,2,5.277955104,0.319425434,231.5198232,11.25766822,501.4085534,23.13114571,2.28863,48.83504,793.7599030000001
2794,Entire home/apt,False,False,2,False,0,0,10,92,1,5.148292764,0.490491583,241.3620419,11.73624682,496.5551236,22.90724567,2.28947,48.83655,299.1891136
2795,Entire home/apt,False,False,4,False,0,0,10,98,1,4.325816689,0.339435594,270.7448154,13.16498631,558.5424791,25.76686692,2.30205,48.8367,230.6831951
2796,Entire home/apt,False,False,2,False,0,0,10,97,1,3.075661415,0.17541129,324.3703001,15.7725294,692.3997044,31.94201284,2.32926,48.83365,289.8685805
2797,Entire home/apt,False,False,2,False,0,0,9,93,1,4.219722072,0.173580996,368.4754492,17.91714547,661.6874603,30.52518541,2.29676,48.84786,287.5384472
2798,Entire home/apt,False,False,4,False,0,0,9,93,2,3.53715308,0.268536536,271.3323832,13.19355684,597.4147689,27.56013629,2.32508,48.83051,370.9572188
2799,Private room,False,True,2,False,1,0,6,40,1,2.649011814,0.328666231,273.0851553,13.27878551,632.7758043,29.1914233,2.35158,48.83275,331.5779663
2800,Entire home/apt,False,False,2,False,0,0,8,86,1,4.03448384,0.381523692,323.7979506,15.74469886,627.3981636,28.9433402,2.30165,48.84315,336.2382328
2801,Entire home/apt,False,False,2,True,0,0,10,99,1,4.925531495,0.114681649,449.3836457,21.85131241,607.058737,28.00503503,2.2856,48.85648,765.681797
2802,Entire home/apt,False,False,4,False,0,0,9,86,2,4.366301742,0.181779074,287.5126554,13.98032375,675.7143655,31.17227925,2.31961,48.8892,312.9369
2803,Private room,False,True,2,False,0,0,9,94,1,4.525889281,0.172968709,268.2391651,13.04314888,596.2542744,27.50659997,2.32517,48.89299,188.2747693
2804,Private room,False,True,2,False,0,1,7,83,1,4.736713898,0.102007926,249.4807807,12.13102108,541.0012242,24.95764793,2.32787,48.89589,232.081275
2805,Entire home/apt,False,False,4,False,0,0,10,96,1,4.192637201,0.283373043,297.702346,14.47579819,678.5380802,31.3025438,2.32432,48.88929,254.4505546
2806,Entire home/apt,False,False,3,False,0,0,10,95,1,4.489711602,0.5037785,294.2522376,14.30803642,659.9181097,30.44356114,2.31241,48.88695,521.9498555
2807,Entire home/apt,False,False,2,False,0,0,9,96,1,4.922868875,0.185283461,438.6886661,21.33126825,728.4997809,33.60739355,2.29235,48.87589,428.9775375
2808,Entire home/apt,False,False,4,False,1,0,9,91,2,4.361340179,0.289052289,280.7692249,13.65242395,617.3168701,28.47826662,2.33095,48.89307,388.4332184
2809,Entire home/apt,False,False,3,True,0,0,10,97,1,3.799297013,0.254542062,334.2643494,16.25362826,798.1624322,36.82109408,2.324,48.885,347.8888992
2810,Entire home/apt,False,False,4,False,0,0,9,90,1,4.260236933,0.36643765,243.7196447,11.85088542,530.599216,24.47777904,2.35274,48.89489,242.7998882
2811,Private room,False,True,2,False,0,0,10,98,1,4.843084643,0.290869293,404.2925974,19.65875691,770.171603,35.52981186,2.2947,48.87734,261.9069811
2812,Entire home/apt,False,False,2,False,0,0,9,92,1,6.996733551,0.154906905,190.4594046,9.261102379,360.4612892,16.62891976,2.259,48.845,193.8670892
2813,Entire home/apt,False,False,2,False,0,0,9,88,1,4.34686884,0.307006642,292.1395011,14.20530445,695.3357094,32.0774576,2.31809,48.88829,211.5761022
2814,Entire home/apt,False,False,2,False,0,0,9,87,1,4.459312685,0.385624945,270.0971898,13.13349547,590.4284981,27.23784333,2.33262,48.89442,259.8098611
2815,Private room,False,True,2,True,0,0,10,97,1,4.409258041,0.128419395,281.4525931,13.68565278,649.2041395,29.94930071,2.32134,48.89039,176.3910896
2816,Private room,False,True,2,False,0,1,10,91,1,4.191423257,0.324016193,320.7705801,15.59749275,740.1950228,34.14692232,2.31434,48.88449,264.4701277
2817,Private room,False,True,5,True,1,0,10,99,2,4.819755846,0.239073136,472.6615516,22.98320227,820.8800966,37.86911291,2.294,48.876,793.7599030000001
2818,Entire home/apt,False,False,2,False,0,0,10,95,0,3.570601087,0.405075103,562.7062729,27.36163338,829.7047524,38.27621486,2.34333,48.88808,264.4701277
2819,Private room,False,True,2,False,0,1,10,94,1,4.053463694,0.266691279,332.0941055,16.1481,744.0867014,34.32645453,2.31547,48.88349,264.4701277
2820,Entire home/apt,False,False,3,False,1,0,9,97,2,5.106546115,0.49306609,321.5168968,15.63378245,656.5456475,30.2879816,2.29335,48.88054,312.9369
2821,Entire home/apt,False,False,2,False,0,0,9,92,1,3.841364646,0.155754402,310.6262673,15.1042248,662.0260509,30.54080538,2.34817,48.89099,317.8301799
2822,Private room,False,True,2,False,0,1,10,97,1,4.093964973,0.238774368,333.5651427,16.21962929,734.177853,33.86933625,2.31419,48.8832,264.4701277
2823,Entire home/apt,False,False,2,False,0,0,10,93,0,7.071610505,0.226806941,181.6557164,8.833022404,352.5871131,16.26566566,2.2595,48.84046,272.1595675
2824,Entire home/apt,False,False,4,False,0,0,8,88,1,5.122772064,0.332532936,234.0064187,11.3785791,498.3048515,22.98796471,2.31723,48.89625,405.909218
2825,Private room,False,True,2,False,0,1,9,91,1,4.064192086,0.207736183,336.6964007,16.37188693,741.6351576,34.2133591,2.31435,48.88293,264.4701277
2826,Entire home/apt,False,False,5,False,0,0,10,95,2,3.182214679,0.126777517,461.1285051,22.42240705,1168.735218,53.91648076,2.33933,48.88379,793.7599030000001
2827,Entire home/apt,False,False,2,False,0,0,10,100,1,4.495514398,0.145727053,349.034071,16.97180705,710.1187788,32.75943506,2.30307,48.88026,219.0325287
2828,Entire home/apt,False,False,6,False,0,0,9,89,3,5.225464445,0.301265905,264.901388,12.88084923,545.8124867,25.17960269,2.299,48.88743,528.9402554
2829,Private room,False,True,4,False,0,0,10,100,1,5.288433942,0.380635821,364.4876146,17.72323673,565.8364386,26.10335428,2.28068,48.8579,670.3793457
2830,Entire home/apt,False,False,2,False,0,0,9,94,1,3.419388114,0.19683952,410.2915631,19.95045705,1063.223606,49.04898408,2.33474,48.88494,283.8102339
2831,Private room,False,True,2,False,0,0,9,100,1,7.398350035,0.127595116,167.7390073,8.156321409,329.1932336,15.18645145,2.25638,48.83697,266.101221
2832,Entire home/apt,False,False,2,False,0,0,9,91,0,6.611289665,0.100521176,211.3707032,10.27791579,401.6350121,18.52835961,2.26348,48.8484,336.2382328
2833,Entire home/apt,False,False,4,False,1,0,9,80,1,5.62776883,0.389224442,308.201344,14.98631273,528.1408474,24.36436876,2.278,48.868,270.7614876
2834,Entire home/apt,False,False,2,False,0,0,9,93,1,4.168598547,0.259173656,299.8611339,14.58076941,683.2347907,31.519214,2.32445,48.88909,175.6920496
2835,Private room,False,True,2,False,1,0,10,90,1,4.238440374,0.355447341,316.7401156,15.40151112,708.6498761,32.69167115,2.31419,48.88497,359.5395657
2836,Entire home/apt,False,False,6,True,1,0,10,99,3,3.683225841,0.368456692,443.3933451,21.5600336,805.1413593,37.14304826,2.34308,48.88908,570.8826545
2837,Entire home/apt,False,False,6,False,0,1,7,80,2,5.083699223,0.080286334,382.4717266,18.59771548,695.8658454,32.10191401,2.29,48.876,469.5218567
2838,Entire home/apt,False,False,3,False,0,0,9,94,2,3.435215218,0.235516067,418.8747635,20.36781579,1108.875586,51.15501635,2.33513,48.8852,463.9295368
2839,Private room,False,True,2,False,0,0,10,100,1,4.224434969,0.540852696,307.1988157,14.93756472,713.666953,32.92312061,2.31693,48.88633,195.7311958
2840,Entire home/apt,False,False,5,False,0,0,9,100,2,4.164212944,0.332541897,302.6172976,14.71478807,715.7293226,33.01826253,2.32151,48.88785,719.3121447
2841,Entire home/apt,False,False,4,False,0,1,10,94,0,3.328871101,0.170423324,580.9164776,28.24710591,1033.16076,47.66211488,2.34082,48.88546,312.9369
2842,Entire home/apt,False,False,3,False,0,0,8,89,1,3.680492091,0.271659836,365.7819297,17.78617289,742.5064918,34.25355578,2.34653,48.88942,317.5971666
2843,Entire home/apt,False,False,5,False,0,0,10,95,2,4.292898528,0.247446375,289.9674384,14.09968775,667.1985393,30.77942433,2.3226,48.88967,394.2585516
2844,Entire home/apt,False,False,2,False,0,0,9,96,1,3.909951031,0.235487956,358.1940365,17.41721104,736.815038,33.99099575,2.34019,48.89075,278.4509274
2845,Private room,False,True,2,False,0,1,10,100,1,4.248263986,0.372519171,315.8987977,15.36060198,704.77825,32.51306401,2.31426,48.88513,264.4701277
2846,Entire home/apt,False,False,5,False,0,0,10,99,2,5.574591096,0.121037826,321.1810573,15.61745224,525.2335298,24.23024742,2.27753,48.86375,568.3195079
2847,Private room,False,True,2,False,0,0,8,93,1,4.562117367,0.244134821,261.6951186,12.72494414,569.0452433,26.25138392,2.33065,48.89493,218.3334887
2848,Private room,False,True,2,False,1,0,10,96,1,3.569500181,0.282051549,452.1149713,21.98412331,970.8050283,44.78549959,2.33614,48.88675,307.3445801
2849,Entire home/apt,False,False,4,False,0,1,8,82,0,3.896751509,0.106851328,324.5514053,15.78133565,760.0172192,35.06136646,2.3247,48.88634,314.1019666
2850,Entire home/apt,False,False,2,True,0,0,10,96,1,4.600155757,0.321357042,264.0976798,12.84176886,591.817038,27.30189991,2.323,48.893,298.9561003
2851,Entire home/apt,False,False,2,False,1,0,8,86,0,7.255850373,0.069509026,173.4139118,8.432264055,350.0311167,16.14775159,2.25778,48.83835,134.6817038
2852,Entire home/apt,False,False,3,False,1,0,10,89,1,4.173701385,0.423117751,300.8379284,14.62826612,652.29509,30.09189347,2.339,48.893,290.1015938
2853,Entire home/apt,False,False,2,False,0,0,10,100,1,5.140238458,0.522934619,321.4010985,15.62815175,655.939213,30.26000536,2.29262,48.88033,260.7419144
