,Address,Postal_code,Arrondissement,Area,Price,Bedroom,Occupants,Floor,Elevator,Available_date,Description,Arrondissement_Name
3646,Commerce - Paris,75015,15,49,2600,1,2,7,1.0,not available,"This tastefully decorated and modern 49 square meters , 1 Bedroom, apartment is located on rue du Theatre in the 15th arrondissement, on the 7 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi, terrace.",Vaugirard
3647,Champs de Mars - Tour Eiffel - Paris,75016,16,67,2800,1,2,6,1.0,not available,"This bright and magnificent 67 square meters , 1 Bedroom, apartment is located on rue Scheffer in the 16th arrondissement, on the 6 th French floor building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony, phone, stereo, decorative fireplace.",Passy
3648,République - Paris,75010,10,28,1291,1,2,2,0.0,not available,"This cozy and comfortable 28 square meters , 1 Bedroom, apartment is located on rue de Nancy in the 10th arrondissement, on the 2 nd French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, TV, unlimited high speed internet access with the wifi.",Entrepôt
3649,Vaugirard - Paris,75015,15,34,1200,1,2,3,1.0,not available,"This cozy and modern 34 square meters , Studio, apartment is located on rue Sainte Felicite in the 15th arrondissement, on the 3 rd French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi.",Vaugirard
3650,Montparnasse - Paris,75015,15,37,1451,1,2,3,1.0,not available,"This charming and comfortable 37 square meters , 1 Bedroom, apartment is located on rue Falguiere in the 15th arrondissement, on the 3 rd French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Vaugirard
3651,Bastille - Paris,75011,11,36,2151,2,4,5,0.0,not available,"This charming and elegant 2 bedrooms apartment has a weighted surface of about 36m2 (51m2 square on the ground / 29m2 square Carrez Law), and is very well located on rue Saint Sabin in the 11th arrondissement, on the 5 th French top floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : Combo Washer-Dryer, washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, terrace, dryer.",Popincourt
3652,Bibliothèque François Mitterrand - Paris,75015,15,48,1751,1,4,1,1.0,not available,"This elegant and well located 48 square meters , 1 Bedroom, apartment is located on rue Clodion in the 15th arrondissement, on the 1 st French floor building and it sleeps 4 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace.",Vaugirard
3653,République - Paris,75011,11,60,2588,2,5,5,1.0,not available,"This delightful and charming 60 square meters , 2 Bedroom, apartment is located on rue Jean Pierre Timbaud in the 11th arrondissement, on the 5 th French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi, terrace.",Popincourt
3654,Vincennes,94300,94,20,1000,1,2,1,0.0,not available,"This modern and comfortable 20 square meters , Studio, apartment is located on rue Felix Faure in Vincennes, on the 1 st French floor walk up building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Val-de-Marne
3655,Odéon - Paris,75006,6,17,1100,1,1,4,0.0,not available,"This cozy and modern 17 square meters , Studio, apartment is located on rue Monsieur Le Prince in the 6th arrondissement, on the 4 th French floor building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi.",Luxembourg
3656,Gare du Nord - Paris,75009,9,29,1505,1,2,1,1.0,not available,"This charming and modern , 1 Bedroom, apartment is located on rue de Dunkerque in the 9th arrondissement, on the 1 st French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : combo washer dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Opéra
3657,Buttes Chaumont - Paris,75019,19,35,1200,1,2,3,0.0,not available,"This elegant and beautiful 35 square meters , Alcove Studio, apartment is located on avenue Jean Jaures in the 19th arrondissement, on the 3 rd French floor of a 21th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, washer, dryer, unlimited high speed internet access with the wifi.",Buttes-Chaumont
3658,Père Lachaise - Paris,75020,20,25,1151,1,2,5,1.0,not available,"This charming and beautiful 25 square meters , Studio, apartment is located on passage Stendhal in the 20th arrondissement, on the 5 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access, terrace.",Ménilmontant
3659,Porte de la Chapelle - Paris,75018,18,17,851,1,2,1,0.0,not available,"This beautiful and cozy 17 square meters , Studio, apartment is located on passage du Mont Cenis in the 18th arrondissement, on the 1 st French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi.",Butte-Montmartre
3660,Auteuil - Paris,75016,16,42,1684,1,2,4,1.0,not available,"This tastefully decorated 42 square meters , 1 Bedroom, apartment is located on square Jouvenet in the 16th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer-dryer, dishwasher, TV, unlimited high speed internet access with the wifi.",Passy
3661,Le Marais - Paris,75004,4,40,1951,1,2,3,0.0,not available,"This charming 40 square meters , 1 Bedroom, apartment is located on rue de Sevigne in the 4th arrondissement, on the 3 rd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : combo washer-dryer, dishwasher, TV, decorative fireplace, unlimited high speed internet access with the wifi. The ceiling is 3m25 high.",Hôtel-de-Ville
3662,Le Marais - Paris,75003,3,41,1800,1,2,2,1.0,not available,"This charming 41 square meters , 1 Bedroom, apartment is located on rue de Braque in the 3rd arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : combo washer-dryer, dishwasher, TV, unlimited high speed internet access with the wifi.",Temple
3663,Porte d'Orléans - Paris,75014,14,35,1449,1,2,5,1.0,not available,"This charming and delightful 35 square meters , 1 Bedroom, apartment is located on rue Paul Fort in the 14th arrondissement, on the 5 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, terrace, A/C. There is a mezzanine bedroom.",Observatoire
3664,Bastille - Paris,75012,12,36,1263,1,2,5,0.0,not available,"This 36 square meters , 1 Bedroom, apartment is located on rue Crozatier in the 12th arrondissement, on the 5 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi.",Reuilly
3665,Sèvres-Babylone - Paris,75006,6,28,1291,1,2,3,1.0,not available,"This 28 square meters , Alcove Studio, apartment is located on rue de Sevres in the 6th arrondissement, on the 3 rd French floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace.",Luxembourg
3666,Daumesnil - Paris,75012,12,40,1206,1,2,4,1.0,not available,"This charming 40 square meters , 1 Bedroom, apartment is located on rue de Charenton in the 12th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer/dryer, dishwasher, TV, unlimited high speed internet access with the wifi, decorative fireplace.",Reuilly
3667,Chatelet - Les Halles - Paris,75001,1,26,1474,1,2,4,0.0,not available,"This 26 square meters , Studio, apartment is located on rue Saint Honore in the 1st arrondissement, on the 4 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, dryer.",Louvre
3668,Chatelet - Les Halles - Paris,75001,1,19,1263,1,2,6,1.0,not available,"This charming and cozy 19 square meters , Studio, apartment is located on rue du Pont Neuf in the 1st arrondissement, on the 6 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, 3 balconies .",Louvre
3669,Gare de Lyon - Paris,75012,12,28,1200,1,1,8,1.0,not available,"This charming 30 square meters , Studio, apartment is located on rue Beccaria in the 12th arrondissement, on the 8 th French floor of a 8th century building and it sleeps 1 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, balcony.",Reuilly
3670,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,33,1398,1,2,0,0.0,11-03-2024,"This 33 square meters , Studio, apartment is located on rue des Poissonniers in Neuilly sur Seine, on the ground floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, terrace, cable, unlimited high speed internet access with the wifi.",Hauts-de-Seine
3671,Jardin des Plantes - Paris,75005,5,38,1500,1,2,3,0.0,11-06-2024,"This charming and comfortable 38 square meters , 1 Bedroom, apartment is located on rue de la Clef in the 5th arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Panthéon
3672,Chatelet - Les Halles - Paris,75001,1,35,1690,1,2,4,1.0,not available,"This spacious and luminous 35 square meters , 1 Bedroom, apartment is located on Rue Saint-Denis in the 1st arrondissement, on the 4 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : Combo Washer-Dryer, washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, stereo.",Louvre
3673,République - Paris,75010,10,25,1095,1,2,0,0.0,not available,"This charming and cozy 25 square meters , Studio, apartment is located on rue de Nancy in the 10th arrondissement, on the ground floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access with the wifi.",Entrepôt
3674,Montmartre - Sacré Coeur - Paris,75018,18,24,946,1,2,0,0.0,not available,"This 24 square meters , Studio, apartment is located on rue Durantin in the 18th arrondissement, on the ground floor of a 19th century walk up building and it sleeps 1 to 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, a small dishwasher.",Butte-Montmartre
3675,La Chapelle - Paris,75018,18,103,2700,2,4,0,0.0,08/24/2025,"This charming , 2 Bedrooms, apartment is located on rue Philippe de Girard in the 18th arrondissement, on the ground floor building and it sleeps 4 people. It is calm, off the street and comes with its own 20m2 private courtyard. This apartment is equipped with : washer, dishwasher, unlimited high speed internet access with the wifi, screen and videoprojector.",Butte-Montmartre
3676,Place des Vosges - Paris,75011,11,65,2351,1,2,4,0.0,not available,"This sunny and very well situated 65 square meters , 1 Bedroom, apartment is located on rue du Pasteur Wagner in the 11th arrondissement, on the 4 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, unlimited high speed internet access with the wifi, balcony, fireplace, printer.",Popincourt
3677,Cadet - Paris,75009,9,31,1500,1,2,4,0.0,not available,"This charming and well located 31 square meters , 1 Bedroom, apartment is located on rue Cadet in the 9th arrondissement, on the 4 th French floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Opéra
3678,Batignolles - Paris,75017,17,48,1828,1,2,1,1.0,not available,"This charming 48 square meters , 1 Bedroom, apartment is located on rue Lantiez in the 17th arrondissement, on the 1 st French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, balcony.",Batignolles-Monceau
3679,Arc de Triomphe - Paris,75017,17,19,1065,1,1,0,0.0,09/15/2024,"This cozy 19 square meters Studio apartment is located on boulevard Pereire in the 17th arrondissement, on the ground floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, unlimited high speed internet access, stereo, TV, DVD.",Batignolles-Monceau
3680,Canal Saint Martin - Paris,75010,10,35,1452,1,4,4,1.0,not available,"This 35 square meters , 1 Bedroom, apartment is located on rue Saint Maur in the 10th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, phone, DVD, stereo, VCR, decorative fireplace.",Entrepôt
3681,Parc Montsouris - Paris,75014,14,31,1790,2,3,0,0.0,not available,"This charming and comfortable 31 square meters , 2 Bedrooms, apartment is located on avenue Reille in the 14th arrondissement, on the ground floor of a 20th century building and it sleeps 3 people. This apartment is equipped with : Combo Washer-Dryer, cable, TV, unlimited high speed internet access with the wifi.",Observatoire
3682,Quartier Latin - Paris,75005,5,32,1849,1,2,0,0.0,07/19/2024,"This 32 square meters , 1 Bedroom, apartment is located on rue de la Clef in the 5th arrondissement, on the ground floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access with the wifi, cable.",Panthéon
3683,Champs de Mars - Tour Eiffel - Paris,75015,15,47,1505,1,2,4,1.0,01-01-2027,"This very well situated and comfortable 47 square meters , Alcove Studio, apartment is located on boulevard de Grenelle in the 15th arrondissement, on the 4 th French floor building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Vaugirard
3684,Saint-Germain-des-Prés - Paris,75006,6,20,1260,1,2,2,0.0,not available,"This charming and very well situated 20 square meters , Studio, apartment is located on boulevard Saint Germain in the 6th arrondissement, on the 2 nd French floor of a 18th century walk up building and it sleeps 2 people. This apartment is equipped with : cable, unlimited high speed internet access, washer.",Luxembourg
3685,Grands Boulevards - Paris,75010,10,32,1368,1,2,0,0.0,not available,"This tastefully decorated 32 square meters , Studio, apartment is located on rue d Hauteville in the 10th arrondissement, on the ground floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, cable, unlimited high speed internet access with the wifi.",Entrepôt
3686,Montmartre - Sacré Coeur - Paris,75009,9,30,1398,1,1,4,1.0,not available,"This charming 30 square meters , 1 Bedroom, apartment is located on rue de Dunkerque in the 9th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 1 person. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access, phone, decorative fireplace.",Opéra
3687,Canal Saint Martin - Paris,75010,10,75,2000,1,2,1,0.0,not available,"This charming 75 square meters , 1 Bedroom, apartment is located on rue de la Grange aux Belles in the 10th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 42 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access, DVD.",Entrepôt
3688,République - Paris,75011,11,23,1100,1,2,3,0.0,not available,"This charming and comfortable 23 square meters , Studio, apartment is located on rue de la Folie Mericourt in the 11th arrondissement, on the 3 rd French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, stereo.",Popincourt
3689,La Défense - Nanterre,92000,92,47,1632,1,2,6,1.0,not available,"This cozy and comfortable 47 square meters , 1 Bedroom, apartment is located on terrasse de l arche in Nanterre, on the 6 th French floor of a 21th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access with the wifi.",Hauts-de-Seine
3690,Canal de l'Ourcq - Paris,75019,19,45,1249,1,2,5,0.0,not available,"This charming and cozy 45 square meters , Alcove Studio, apartment is located on rue Gresset in the 19th arrondissement, on the 5 th French floor building and it sleeps 2 people. This apartment is equipped with : washer, unlimited high speed internet access with the wifi.",Buttes-Chaumont
3691,Butte aux Cailles - Paris,75013,13,24,1100,1,2,2,0.0,not available,"This modern and beautiful 24 square meters , Studio, apartment is located on rue de la Colonie in the 13th arrondissement, on the 2 nd French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi.",Gobelins
3692,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,18,1090,1,2,2,1.0,not available,"This delightful and charming 18 square meters , Studio, apartment is located on rue des Dames Augustines in Neuilly sur Seine, on the 2 nd French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, terrace, dryer.",Hauts-de-Seine
3693,Arc de Triomphe - Paris,75016,16,50,1900,1,2,4,1.0,not available,"This 50 square meters , 1 Bedroom, apartment is located on rue Saint Didier in the 16th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi.",Passy
3694,Notre Dame - Paris,75005,5,16,925,1,2,3,0.0,not available,"This 16 square meters , Studio, apartment is located on rue Xavier Privas in the 5th arrondissement, on the 3 rd French floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi, decorative fireplace.",Panthéon
3695,Le Marais - Paris,75003,3,28,1300,1,2,1,1.0,not available,"This charming 28 square meters , Studio, apartment is located on rue Caffarelli in the 3rd arrondissement, on the 1 st French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : combo washer-dryer, dishwasher, TV, unlimited high speed internet access with the wifi.",Temple
3696,Le Marais - Paris,75004,4,47,2258,1,2,5,1.0,not available,"This 47 square meters , 1 Bedroom, apartment is located on rue Pavee in the 4th arrondissement, on the 5 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi, balcony, decorative fireplace.",Hôtel-de-Ville
3697,Notre Dame - Paris,75005,5,66,2200,1,2,5,0.0,not available,"This 66 square meters , 1 Bedroom, apartment is located on rue Frederic Sauton in the 5th arrondissement, on the 5 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : A/C, washer, TV, unlimited high speed internet access with the wifi, balcony, decorative fireplace.",Panthéon
3698,Ledru Rollin - Paris,75011,11,42,1234,1,2,2,0.0,not available,"This comfortable 42 square meters , 1 Bedroom, apartment is located on rue de la Forge Royale in the 11th arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Popincourt
3699,Rue de la Pompe - Paris,75016,16,52,1851,1,2,7,1.0,not available,"This sunny and well located 52 square meters , 1 Bedroom, apartment is located on boulevard Flandrin in the 16th arrondissement, on the 7 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Passy
3700,Parc Montsouris - Paris,75014,14,35,1284,1,2,8,1.0,not available,"This comfortable and sunny 35 square meters , 1 Bedroom, apartment is located on rue de l Amiral Mouchez in the 14th arrondissement, on the 8 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Observatoire
3701,Le Marais - Paris,75003,3,28,1300,1,2,5,1.0,not available,"This 28 square meters , Studio, apartment is located on rue de Turenne in the 3rd arrondissement, on the 5 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access.",Temple
3702,Buttes Chaumont - Paris,75019,19,32,1351,1,2,3,0.0,not available,"This charming , 1 Bedroom, apartment is located on avenue Jean Jaures in the 19th arrondissement, on the 3 rd French floor building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Buttes-Chaumont
3703,Montparnasse - Paris,75015,15,33,1349,1,1,2,1.0,not available,"This spacious 33 square meters , Studio, apartment is located on rue du Cotentin in the 15th arrondissement, on the 2 nd French floor of a 20th century building and it sleeps 1 person. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, balcony.",Vaugirard
3704,Champs de Mars - Tour Eiffel - Paris,75016,16,35,1300,1,2,6,0.0,not available,"This 35 square meters , Studio, apartment is located on avenue du President Wilson in the 16th arrondissement, on the 6 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Passy
3705,Victor Hugo - Paris,75016,16,27,1300,1,2,7,1.0,not available,"This 27 square meters , Studio, apartment is located on avenue Victor Hugo in the 16th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi.",Passy
3706,Grands Boulevards - Paris,75010,10,26,1400,1,1,5,1.0,not available,"This tastefully decorated and luminous 26 square meters , Alcove Studio, apartment is located on rue du Faubourg Poissonniere in the 10th arrondissement, on the 5 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi.",Entrepôt
3707,Champs de Mars - Tour Eiffel - Paris,75015,15,39,1451,1,4,4,1.0,not available,"This tastefully decorated and modern 40 square meters , Studio, apartment is located on Villa Croix Nivert in the 15th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 to 4 people. This apartment is equipped with : washer/dryer, dishwasher, TV, unlimited high speed internet access with the wifi.",Vaugirard
3708,Belleville - Paris,75019,19,36,1237,1,2,4,1.0,not available,"This luminous 36 square meters , 1 Bedroom, apartment is located on avenue Simon Bolivar in the 19th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, decorative fireplace.",Buttes-Chaumont
3709,Saint Augustin - Paris,75008,8,35,1651,1,4,6,1.0,not available,"This charming 35 square meters , 1 Bedroom, apartment is located on rue Laborde in the 8th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 2 à 4 people. This apartment is equipped with : washer/dryer, dishwasher, TV, unlimited high speed internet access.",Élysée
3710,Commerce - Paris,75015,15,45,1580,1,4,7,1.0,not available,"This charming 45 square meters , 1 Bedroom, apartment is located on rue de Lourmel in the 15th arrondissement, on the 7 th French floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, TV, balcony, unlimited high speed internet access with the wifi.",Vaugirard
3711,Saint-Germain-des-Prés - Paris,75005,5,70,2789,2,4,1,1.0,not available,"This 70 square meters , 2 Bedroom, apartment is located on boulevard Saint Germain in the 5th arrondissement, on the 1 st French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace.",Panthéon
3712,Rue de la Pompe - Paris,75016,16,70,2579,2,6,2,1.0,not available,"This charming 70 square meters , 2 Bedroom, apartment is located on rue de la Tour in the 16th arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 6 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access.",Passy
3713,Bastille - Paris,75011,11,28,1196,1,2,1,1.0,not available,"This 28 square meters , Studio, apartment is located on passage Thiere in the 11th arrondissement, on the 1 st French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, unlimited high speed internet access with the wifi, balcony-verranda.",Popincourt
3714,Montparnasse - Paris,75015,15,50,1300,1,4,1,0.0,05-03-2025,"This well located 50 square meters , 1 Bedroom, apartment is located on avenue du Maine in the 15th arrondissement, on the 1 st French floor of a 20th century walk up building and it sleeps 4 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, phone, decorative fireplace.",Vaugirard
3715,Voltaire - Paris,75011,11,15,949,1,1,6,0.0,not available,"This tastefully decorated and cozy 15 square meters , Studio, apartment is located on rue Breguet in the 11th arrondissement, on the 6 th French floor building and it sleeps 1 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Popincourt
3716,Vaugirard - Paris,75015,15,47,1828,1,2,6,1.0,not available,"This beautiful and comfortable 47 square meters , 1 Bedroom, apartment is located on rue Maublanc in the 15th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access, wifi, phone, decorative fireplace.",Vaugirard
3717,Opéra - Paris,75002,2,110,3226,2,4,3,1.0,not available,"This elegant 110 square meters , 2 Bedroom, apartment is located on rue du Quatre Septembre in the 2nd arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access, DVD, stereo.",Bourse
3718,Sèvres - Paris,75006,6,16,951,1,2,2,0.0,not available,"This charming 16 square meters , Studio, apartment is located on rue Dupin in the 6th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : cable, TV, unlimited high speed internet access, phone, DVD, washer.",Luxembourg
3719,Parc Monceau - Paris,75017,17,42,1742,1,2,1,0.0,not available,"This 42 square meters , 1 Bedroom, apartment is located on rue de Tocqueville in the 17th arrondissement, on the 1 st French floor of a 19th century walk up building. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access, phone, DVD.",Batignolles-Monceau
3720,Jules Joffrin - Paris,75018,18,30,1280,1,3,1,0.0,09-10-2025,"This charming and delightful 30 square meters , 1 Bedroom, apartment is located on rue Letort in the 18th arrondissement, on the 1 st French floor of a 19th century uilding and it sleeps from 1 to 3 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Butte-Montmartre
3721,Nation - Paris,75012,12,29,1129,1,2,3,0.0,not available,"This modern 29 square meters Studio apartment is located on rue Gossec in the 12th arrondissement, on the 3rd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, unlimited high speed internet access, TV.",Reuilly
3722,Champs de Mars - Tour Eiffel - Paris,75007,7,28,1420,1,2,1,0.0,not available,"This 28 square meters , 1 Bedroom, apartment is located on rue Augereau in the 7th arrondissement, on the 1 st French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Palais-Bourbon
3723,Montmartre - Abbesses - Paris,75018,18,18,989,1,2,1,0.0,not available,"This charming 18 square meters , Studio, apartment is located on rue Lepic in the 18th arrondissement, on the 1 st French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access.",Butte-Montmartre
3724,Parc Monceau - Paris,75017,17,35,1387,1,2,2,0.0,not available,"This cozy 35 square meters , 1 Bedroom, apartment is located on rue de la Felicite in the 17th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, DVD, stereo.",Batignolles-Monceau
3725,Bonne Nouvelle - Paris,75010,10,60,2366,2,4,1,0.0,not available,"This charming 60 square meters , 2 Bedroom, apartment is located on cour des Petites Ecuries in the 10th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 3 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, phone, DVD.",Entrepôt
3726,Beaugrenelle - Paris,75015,15,27,1378,1,2,1,0.0,10/21/2024,"This cozy 27 square meters , 1 Bedroom, apartment is located on rue des Bergers in the 15th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi.",Vaugirard
3727,Sèvres - Paris,75015,15,19,1130,1,2,1,0.0,08-01-2024,"This 19 square meters , Studio, apartment is located on rue de Sevres in the 15th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer-dryer, cable, TV, unlimited high speed internet access with the wifi, phone.",Vaugirard
3728,Champs de Mars - Tour Eiffel - Paris,75007,7,26,1452,1,2,1,0.0,01-01-2025,"This 26 square meters , Studio, apartment is located on rue Valadon in the 7th arrondissement of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi.",Palais-Bourbon
3729,Montorgueil - Paris,75002,2,51,1935,1,2,5,1.0,not available,"This cozy 51 square meters , 1 Bedroom, apartment is located on rue Montmartre in the 2nd arrondissement, on the 5 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer-dryer, cable, TV, unlimited high speed internet access with the wifi, dishwasher.",Bourse
3730,Belleville - Paris,75011,11,39,1237,1,4,1,0.0,not available,"This charming 39 square meters , 1 Bedroom, apartment is located on rue du Moulin Joly in the 11th arrondissement, on the 1 st French floor of a 20th century walk up building and it sleeps 4 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access, wifi, DVD, stereo.",Popincourt
3731,Montmartre - Sacré Coeur - Paris,75018,18,52,1800,2,4,2,0.0,09-12-2025,"This tastefully decorated and comfortable 52 square meters , 2 Bedrooms, apartment is located on rue Doudeauville in the 18th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi, dryer.",Butte-Montmartre
