,Address,Postal_code,Arrondissement,Area,Price,Bedroom,Occupants,Floor,Elevator,Available_date,
2920,Montorgueil - Paris,75002,2,37,2419,1,4,3,1,01-01-2025,
2921,Canal Saint Martin - Paris,75011,11,16,806,1,2,2,0,01-01-2025,
2922,République - Paris,75011,11,40,1376,1,2,2,1,01-01-2025,
2923,Canal Saint Martin - Paris,75010,10,40,1720,1,2,3,0,01-02-2025,
2924,République - Paris,75011,11,15,914,1,2,6,1,01-02-2025,
2925,Montmartre - Moulin Rouge - Paris,75009,9,25,1075,1,2,5,0,now,
2926,Denfert Rochereau - Paris,75014,14,46,1720,1,2,0,0,01-02-2025,
2927,Champs-Élysées - Paris,75008,8,15,1140,1,1,6,1,now,
2928,Beaugrenelle - Paris,75015,15,46,2000,1,2,1,1,now,
2929,Notre Dame - Paris,75005,5,19,1387,1,2,3,0,01-06-2025,
2930,Convention - Paris,75015,15,45,1849,1,2,4,1,01-09-2025,
2931,Le Marais - Paris,75004,4,30,1500,1,2,2,0,now,
2932,Montmartre - Sacré Coeur - Paris,75018,18,88,2600,2,4,5,1,01/16/2025,
2933,Montmartre - Sacré Coeur - Paris,75018,18,80,2949,2,4,4,1,01/21/2025,
2934,Saint - Georges - Paris,75009,9,43,2097,1,2,8,1,01/21/2025,
2935,Arc de Triomphe - Paris,75017,17,26,1398,1,2,4,1,01/22/2025,
2936,République - Paris,75011,11,20,1129,1,2,1,0,01/24/2025,
2937,Oberkampf - Paris,75011,11,21,1290,1,4,2,0,01/30/2025,
2938,Champs de Mars - Tour Eiffel - Paris,75007,7,94,3226,2,5,6,1,02-01-2025,
2939,Poissonnière - Paris,75010,10,25,1075,1,2,5,0,now,
2940,Mairie du 18ème - Paris,75018,18,34,1452,1,2,3,0,02-01-2025,
2941,Parc Monceau - Paris,75017,17,26,1462,1,4,4,0,01-07-2024,
2942,Arc de Triomphe - Paris,75016,16,27,1300,1,2,6,0,02-01-2025,
2943,Montparnasse - Paris,75006,6,30,1613,1,3,8,1,now,
2944,Sèvres - Paris,75007,7,15,968,1,2,2,0,02-02-2025,
2945,Convention - Paris,75015,15,18,1097,1,2,6,1,now,
2946,Saint-Germain-des-Prés - Paris,75005,5,16,890,1,2,1,0,02-03-2025,
2947,Boulogne Billancourt,92100,92,37,1430,1,4,3,1,02-07-2025,
2948,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,82,3226,2,4,1,1,now,
2949,Champs-Élysées - Triangle d'Or - Paris,75008,8,78,4400,2,4,6,1,02/19/2025,
2950,Saint Lazare - Paris,75008,8,34,1989,1,2,6,1,02/21/2025,
2951,Champs-Élysées - Paris,75008,8,44,1935,1,2,5,1,03-01-2025,
2952,Porte de Clichy - Paris,75017,17,60,2151,1,2,6,1,now,
2953,Le Marais - Paris,75003,3,50,1700,1,2,3,1,now,
2954,Commerce - Paris,75015,15,20,1358,1,2,6,1,03-01-2025,
2955,Louvre - Paris,75001,1,50,2366,1,2,2,0,03-01-2025,
2956,Rue de la Pompe - Paris,75016,16,50,2366,1,3,3,1,now,
2957,Grands Boulevards - Paris,75002,2,19,882,1,2,5,0,03-02-2025,
2958,Le Marais - Paris,75003,3,23,1549,1,2,2,0,03-04-2025,
2959,Batignolles - Paris,75017,17,60,1828,1,2,4,1,now,
2960,Montmartre - Sacré Coeur - Paris,75018,18,45,1570,1,2,3,0,03-11-2025,
2961,Bonne Nouvelle - Paris,75002,2,45,2151,1,4,1,0,now,
2962,Saint Denis - Paris,75010,10,20,968,1,2,2,0,03/31/2025,
2963,Canal Saint Martin - Paris,75010,10,95,3226,2,6,6,1,04-01-2025,
2964,Champs-Élysées - Paris,75017,17,35,1579,1,3,0,0,04-01-2025,
2965,Père Lachaise - Paris,75020,20,35,1183,1,2,5,0,04-01-2025,
2966,Le Marais - Paris,75004,4,50,2190,2,4,6,1,04-01-2025,
2967,Nation - Paris,75011,11,22,1075,1,4,0,0,04-01-2025,
2968,Sèvres - Paris,75006,6,30,1500,1,2,4,1,04-01-2025,
2969,Saint Lazare - Paris,75009,9,29,1398,1,2,0,0,04-02-2025,
2970,Canal Saint Martin - Paris,75010,10,25,1075,1,1,3,0,04-02-2025,
2971,Bastille - Paris,75011,11,35,1667,1,2,4,1,04-03-2025,
2972,Champs de Mars - Tour Eiffel - Paris,75007,7,28,1744,1,2,1,0,01-07-2024,
2973,Sèvres - Paris,75015,15,35,1549,1,2,6,1,04-03-2025,
2974,Madeleine - Paris,75009,9,27,1190,1,1,6,1,04-05-2025,
2975,Saint-Germain-des-Prés - Paris,75006,6,30,1720,1,1,1,0,04/30/2025,
2976,Champs-Élysées - Paris,75017,17,165,6452,4,6,1,0,now,
2977,Place Vendôme - Paris,75002,2,28,1613,1,2,3,1,05-01-2025,
2978,Champs-Élysées - Paris,75016,16,52,1990,1,2,3,1,05-01-2025,
2979,Quartier Latin - Paris,75005,5,30,1667,1,4,3,0,05-01-2025,
2980,Grands Boulevards - Paris,75010,10,25,1052,1,2,0,0,05-01-2025,
2981,Champs-Élysées - Paris,75017,17,40,1602,1,2,2,0,05-01-2025,
2982,Champs de Mars - Tour Eiffel - Paris,75015,15,15,1054,1,2,1,1,now,
2983,Canal Saint Martin - Paris,75010,10,22,1077,1,2,1,0,05-04-2025,
2984,Jardin du Luxembourg - Paris,75005,5,80,3387,1,5,1,1,05/24/2025,
2985,Le Marais - Paris,75003,3,90,2957,2,4,2,1,05/25/2025,
2986,Notre Dame - Paris,75005,5,21,1290,1,2,2,1,05/31/2025,
2987,Champs de Mars - Tour Eiffel - Paris,75007,7,25,1400,1,1,1,0,06-01-2025,
2988,Poissonnière - Paris,75010,10,35,1183,1,2,3,1,06-01-2025,
2989,Champs de Mars - Tour Eiffel - Paris,75015,15,35,1710,2,2,0,0,06-01-2025,
2990,Quartier Latin - Saint Michel - Paris,75005,5,45,2000,1,2,4,0,06-01-2025,
2991,Voltaire - Paris,75011,11,24,1290,1,2,1,0,06-01-2025,
2992,Bastille - Paris,75011,11,47,1828,1,2,3,0,06-01-2025,
2993,Levallois-Perret,92300,92,40,1290,1,4,2,0,06-01-2025,
2994,Saint-Germain-des-Prés - Paris,75006,6,50,2796,1,2,2,0,06-02-2025,
2995,Champs de Mars - Tour Eiffel - Paris,75007,7,30,1480,1,2,2,0,06-02-2025,
2996,Quartier Latin - Paris,75005,5,42,1951,1,2,6,1,06-02-2025,
2997,Parc Monceau - Paris,75008,8,15,1022,1,1,6,1,06-03-2025,
2998,Bastille - Paris,75004,4,44,2000,1,4,6,1,06-03-2025,
2999,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,22,1022,1,2,1,0,06-06-2025,
3000,Opéra - Paris,75002,2,23,1280,1,2,3,0,06-12-2025,
3001,Invalides - Paris,75007,7,34,1751,1,2,4,1,06/17/2025,
3002,Bastille - Paris,75011,11,38,1613,1,2,3,0,06/18/2025,
3003,Opéra - Paris,75002,2,40,2129,2,4,2,1,06/18/2025,
3004,La Muette - Paris,75016,16,102,4500,2,5,4,1,now,
3005,Bourse - Paris,75002,2,33,1989,1,4,5,0,07-01-2025,
3006,Madeleine - Paris,75008,8,15,968,1,1,4,0,07-01-2025,
3007,Montparnasse - Paris,75014,14,46,1500,1,4,4,1,07-01-2025,
3008,Ile Saint Louis - Paris,75004,4,24,1200,1,2,4,0,07-01-2025,
3009,République - Paris,75011,11,16,820,1,1,4,0,now,
3010,Ternes - Paris,75017,17,33,1559,1,1,2,0,07-01-2025,
3011,Le Marais - Paris,75004,4,27,1451,1,2,5,0,07-01-2025,
3012,Saint-Germain-des-Prés - Paris,75007,7,27,1505,1,2,3,0,07-01-2025,
3013,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,39,1613,1,2,1,1,07-01-2025,
3014,Passy - Paris,75016,16,33,1452,1,2,1,1,07-01-2025,
3015,Daumesnil - Paris,75012,12,22,1215,1,2,1,0,07-01-2025,
3016,Convention - Paris,75015,15,23,1183,1,2,3,1,07-01-2025,
3017,Montmartre - Abbesses - Paris,75018,18,18,968,1,2,2,0,07-01-2025,
3018,Levallois-Perret,92300,92,40,1613,1,2,1,1,07-02-2025,
3019,Alésia - Paris,75014,14,29,1344,1,2,6,1,07-02-2025,
3020,Invalides - Paris,75007,7,78,2581,2,3,1,0,07-03-2025,
3021,Bastille - Paris,75011,11,42,1801,1,4,1,1,now,
3022,Passy - Paris,75016,16,21,1183,1,2,0,0,now,
3023,Invalides - Paris,75015,15,44,1505,1,2,6,0,07/19/2024,
3024,Opéra - Paris,75002,2,30,1398,1,2,5,0,07/19/2024,
3025,Chatelet - Les Halles - Paris,75003,3,240,15352,3,8,0,0,03-01-2025,
3026,Ile Saint Louis - Paris,75004,4,67,2900,1,2,2,0,now,
3027,Montrouge,92120,92,58,1613,1,2,4,1,now,
3028,Daumesnil - Paris,75012,12,57,1828,2,3,1,1,07/19/2024,
3029,Chatelet - Les Halles - Paris,75001,1,70,3387,2,6,6,1,now,
3030,Saint - Georges - Paris,75009,9,38,1800,1,4,4,0,01-01-2026,
3031,Bastille - Paris,75012,12,240,15672,5,13,0,0,01-02-2025,
3032,Saint Lazare - Paris,75008,8,21,1054,1,2,3,0,11-03-2024,
3033,Poissonnière - Paris,75010,10,20,851,1,2,5,1,01-01-2025,
3034,Commerce - Paris,75015,15,54,2613,3,6,4,0,01-01-2025,
3035,Champs-Élysées - Paris,75008,8,45,2527,1,3,2,1,05-02-2025,
3036,Montparnasse - Paris,75015,15,38,1559,1,2,2,1,06-01-2025,
3037,Le Marais - Paris,75003,3,38,1613,1,4,1,0,07/26/2025,
3038,Le Marais-Place des Vosges - Paris,75004,4,23,1265,1,2,0,0,08-03-2025,
3039,La Défense - Courbevoie,92400,92,24,1175,1,2,2,1,01-07-2024,
3040,Montorgueil - Paris,75002,2,45,2366,1,4,2,1,09-01-2025,
3041,Champs de Mars - Tour Eiffel - Paris,75015,15,29,1300,1,2,0,0,09-01-2025,
3042,Anvers - Paris,75009,9,17,952,1,2,4,1,09-01-2025,
3043,Jardin du Luxembourg - Paris,75006,6,105,4770,3,6,0,0,09-01-2025,
3044,Champs de Mars - Tour Eiffel - Paris,75007,7,45,2043,1,4,5,1,09-03-2025,
3045,Le Marais - Paris,75003,3,20,1065,1,2,5,0,09-03-2025,
3046,Sèvres - Paris,75007,7,25,1344,1,2,0,0,11-01-2025,
3047,Le Marais - Paris,75003,3,52,2366,1,2,3,0,11-09-2025,
3048,Bastille - Paris,75004,4,125,5500,3,6,1,1,12-01-2025,
3049,Parc Monceau - Paris,75017,17,25,1500,1,1,1,1,12-01-2025,
3050,Champs-Élysées - Triangle d'Or - Paris,75008,8,75,6500,2,4,0,0,01-07-2024,
3051,Bastille - Paris,75012,12,47,2043,1,2,3,0,now,
3052,Pereire - Paris,75017,17,83,2900,2,4,3,0,03-01-2026,
3053,Champs de Mars - Tour Eiffel - Paris,75016,16,102,4086,3,5,4,1,04-01-2026,
3054,Victor Hugo - Paris,75016,16,226,8500,5,6,2,1,now,
3055,Convention - Paris,75015,15,32,1183,1,1,7,1,05/20/2026,
3056,Neuilly sur Seine - Neuilly-sur-Seine,92200,92,46,2565,1,2,2,1,06-01-2026,
3057,Auteuil - Paris,75016,16,34,1613,1,2,3,0,now,
3058,Parc Georges Brassens - Paris,75015,15,27,1344,1,1,7,1,now,
3059,Beaugrenelle - Paris,75015,15,20,1188,1,2,2,0,07-01-2027,
3060,Saint-Germain-des-Prés - Paris,75006,6,37,2258,1,2,5,0,now,
3061,Montmartre - Sacré Coeur - Paris,75018,18,57,1674,1,2,4,0,now,
3062,Saint-Germain-des-Prés - Paris,75005,5,22,1505,1,2,4,0,07/19/2024,
3063,Le Marais - Paris,75003,3,34,1980,1,4,1,0,01-07-2024,
3064,Beaubourg - Paris,75004,4,24,1200,1,2,4,0,07-01-2025,
3065,Montparnasse - Paris,75015,15,42,1720,1,2,5,1,05/25/2025,
3066,Réaumur - Sébastopol - Paris,75002,2,36,1559,1,4,4,1,09-01-2024,
3067,Bonne Nouvelle - Paris,75010,10,85,2851,1,4,3,1,09-09-2024,
3068,Champs de Mars - Tour Eiffel - Paris,75007,7,29,1753,1,2,4,0,09/13/2024,
3069,Jardin du Luxembourg - Paris,75005,5,38,1800,1,2,0,0,10/14/2024,
3070,Montmartre - Sacré Coeur - Paris,75018,18,37,1790,2,4,1,0,10/16/2024,
3071,Boulogne Billancourt,92100,92,30,1451,1,2,4,1,10/18/2024,
3072,Champs-Élysées - Paris,75008,8,48,2151,1,2,4,1,now,
3073,Bibliothèque François Mitterrand - Paris,75013,13,40,1290,1,2,1,0,01-05-2025,
3074,Invalides - Paris,75007,7,50,2366,1,2,3,1,02-04-2025,
3075,Quartier Latin - Paris,75005,5,21,1430,1,2,0,0,01-07-2024,
3076,Le Marais - Paris,75004,4,21,1387,1,4,2,0,06-01-2025,
3077,Jardin des Plantes - Paris,75005,5,58,2100,1,2,3,0,06-01-2025,
3078,Montparnasse - Paris,75014,14,50,2366,2,4,5,1,06-01-2025,
3079,Montparnasse - Paris,75014,14,60,2742,2,4,3,1,06-01-2025,
3080,Les Gobelins - Paris,75005,5,45,2200,1,2,3,1,07-01-2025,
3081,Saint-Germain-des-Prés - Paris,75006,6,26,1398,1,4,5,0,07-01-2025,
3082,Convention - Paris,75015,15,18,900,1,1,1,0,07-03-2025,
3083,Saint-Germain-des-Prés - Paris,75007,7,15,914,1,1,2,0,08/19/2025,
3084,Champs-Élysées - Paris,75016,16,104,4679,2,6,4,1,now,
3085,Notre Dame - Paris,75005,5,58,2778,2,4,2,1,now,
3086,Chatelet - Les Halles - Paris,75004,4,30,2818,1,4,3,0,now,
3087,Le Marais - Paris,75004,4,50,2339,1,4,3,1,now,
3088,Le Marais - Paris,75003,3,38,2632,1,2,0,0,now,
3089,Le Marais - Paris,75004,4,100,7720,3,4,3,0,now,
3090,Notre Dame - Paris,75006,6,15,914,1,1,3,0,08/18/2025,
3091,Champs de Mars - Tour Eiffel - Paris,75016,16,49,2632,1,2,3,1,now,
3092,Convention - Paris,75015,15,18,1023,1,2,0,0,now,
3093,Le Marais - Paris,75004,4,15,1171,1,2,6,1,02/24/2025,
3094,Champs-Élysées - Paris,75008,8,97,12366,2,4,8,1,now,
3095,Chatelet - Les Halles - Paris,75002,2,56,3217,2,4,5,1,03-09-2025,
3096,Chatelet - Les Halles - Paris,75001,1,42,2047,1,2,1,0,10/28/2024,
3097,Saint-Germain-des-Prés - Paris,75006,6,35,2581,1,2,3,0,11-01-2024,
3098,Le Marais - Paris,75003,3,25,1755,1,2,5,0,12-02-2024,
3099,Le Marais - Paris,75004,4,23,1681,1,2,1,1,01-01-2025,
3100,Le Marais - Paris,75003,3,55,2281,1,2,1,0,now,
3101,Montmartre - Abbesses - Paris,75018,18,36,2120,1,4,0,0,01-01-2025,
3102,Le Marais - Paris,75003,3,18,1389,1,2,3,0,01-01-2025,
3103,Le Marais - Paris,75003,3,40,1974,1,2,2,1,04/16/2025,
3104,Saint - Georges - Paris,75009,9,37,2018,1,2,4,1,07-01-2025,
3105,Le Marais - Paris,75004,4,36,1608,1,2,3,0,07-01-2025,
3106,Montorgueil - Paris,75002,2,15,1022,1,2,2,0,07/31/2025,
3107,Champs-Élysées - Paris,75008,8,20,1200,1,2,1,1,now,
3108,Bastille - Paris,75011,11,38,1602,1,2,2,1,now,
3109,Jardin du Luxembourg - Paris,75013,13,33,1398,1,2,0,0,08-01-2025,
3110,Tuileries - Paris,75001,1,38,1720,1,2,4,1,08-01-2025,
3111,Montmartre - Moulin Rouge - Paris,75009,9,54,2366,1,4,4,1,08-02-2025,
3112,Bonne Nouvelle - Paris,75002,2,22,1369,1,2,1,0,now,
3113,Bourse - Paris,75002,2,26,1251,1,2,1,1,08-02-2025,
3114,Saint-Germain-des-Prés - Paris,75006,6,29,1505,1,2,2,1,08-03-2025,
3115,Ile Saint Louis - Paris,75004,4,24,1251,1,4,3,0,08-03-2025,
3116,Le Marais - Paris,75003,3,40,1828,1,2,2,1,08-03-2025,
3117,Bastille - Paris,75012,12,20,1151,1,2,1,0,08-04-2025,
3118,Montorgueil - Paris,75002,2,49,1935,1,2,6,1,08-05-2025,
3119,Canal Saint Martin - Paris,75010,10,32,995,1,1,6,1,08-06-2025,
3120,Montparnasse - Paris,75015,15,58,2100,2,3,1,0,01-08-2024,
3121,Porte de la Chapelle - Paris,75018,18,51,1290,1,2,2,1,now,
3122,Quartier Latin - Paris,75005,5,27,1549,1,2,2,1,08/15/2025,
3123,Quartier Latin - Saint Michel - Paris,75005,5,27,1400,1,2,6,1,08/22/2025,
3124,Canal Saint Martin - Paris,75010,10,37,1452,1,2,3,0,08/24/2025,
3125,Montparnasse - Paris,75007,7,15,949,1,2,1,1,08/31/2025,
3126,Montmartre - Sacré Coeur - Paris,75018,18,40,1613,1,2,2,0,09-01-2025,
3127,Le Marais-Place des Vosges - Paris,75003,3,30,2032,1,4,3,0,now,
3128,Louvre - Paris,75001,1,25,1452,1,2,2,0,09-01-2025,
3129,Montorgueil - Paris,75002,2,27,1100,1,2,1,0,09-01-2025,
3130,Le Marais-Place des Vosges - Paris,75004,4,41,1882,1,4,2,0,09-01-2025,
3131,Quartier Latin - Panthéon - Paris,75005,5,38,1882,1,2,2,0,09-01-2025,
3132,Champs de Mars - Tour Eiffel - Paris,75007,7,40,2043,1,2,2,1,09-01-2025,
3133,Chatelet - Les Halles - Paris,75001,1,42,1882,1,4,3,1,09-02-2025,
3134,Commerce - Paris,75015,15,40,1344,1,4,5,0,09-02-2025,
3135,Montorgueil - Paris,75001,1,38,1720,1,2,3,0,now,
3136,Place d'Italie - Paris,75013,13,30,1290,1,2,1,1,09-02-2025,
3137,Réaumur - Sébastopol - Paris,75002,2,37,1667,1,3,3,1,09-02-2025,
3138,Invalides - Paris,75007,7,40,1935,1,4,2,0,09-02-2025,
3139,Champs-Élysées - Paris,75008,8,16,1065,1,2,8,1,09-04-2025,
3140,Commerce - Paris,75015,15,35,1290,1,2,5,1,09-05-2025,
3141,République - Paris,75011,11,29,1249,1,2,4,1,10-01-2025,
3142,Rue de la Pompe - Paris,75016,16,35,1774,1,4,6,1,10-01-2025,
3143,Belleville - Paris,75010,10,59,1957,1,2,1,0,10-01-2025,
3144,Boulogne Billancourt,92100,92,29,1290,1,2,4,0,10-01-2025,
3145,Montorgueil - Paris,75002,2,27,1575,1,2,1,0,10-02-2025,
3146,Arc de Triomphe - Paris,75017,17,60,3226,2,4,6,1,11-01-2025,
3147,République - Paris,75011,11,34,1774,1,4,3,0,11-01-2025,
3148,Montparnasse - Paris,75014,14,34,1559,1,2,1,1,11-01-2025,
3149,Bastille - Paris,75012,12,36,1455,1,2,4,0,11-01-2025,
3150,Vaugirard - Paris,75015,15,65,1730,1,2,4,0,now,
3151,Quartier Latin - Saint Michel - Paris,75005,5,24,1290,1,1,4,0,11-06-2025,
3152,Bastille - Paris,75012,12,33,1351,1,2,0,0,11/14/2025,
3153,Alésia - Paris,75014,14,23,1048,1,2,2,1,11/16/2025,
3154,Le Marais - Paris,75004,4,70,3548,2,4,5,1,11/21/2025,
3155,Voltaire - Paris,75011,11,30,1538,1,2,3,0,12-01-2025,
3156,Beaugrenelle - Paris,75015,15,20,1129,1,2,1,0,12-01-2025,
3157,Alésia - Paris,75014,14,31,1505,1,2,0,0,12-01-2025,
3158,Palais Royal - Paris,75001,1,52,3500,1,2,6,1,12-01-2025,
3159,Saint-Germain-des-Prés - Paris,75007,7,50,2000,1,2,2,1,12-01-2025,
3160,Ile Saint Louis - Paris,75004,4,40,2957,1,4,1,0,01-01-2026,
3161,Le Marais - Paris,75004,4,32,1398,1,4,6,0,01-01-2026,
3162,Quartier Latin - Saint Michel - Paris,75006,6,55,2688,2,4,2,0,now,
3163,Parc Montsouris - Paris,75014,14,75,2312,2,4,7,1,01-01-2026,
3164,Arc de Triomphe - Paris,75017,17,29,1957,1,2,6,1,01-01-2026,
3165,Bastille - Paris,75011,11,27,1290,1,2,3,0,01-01-2026,
3166,Ile Saint Louis - Paris,75004,4,75,3871,1,4,5,0,01-01-2026,
3167,Le Marais - Paris,75003,3,80,3226,2,4,4,1,01-07-2024,
3168,Chatelet - Les Halles - Paris,75001,1,20,1290,1,2,3,0,01-01-2026,
3169,Beaubourg - Paris,75003,3,33,1634,1,2,3,0,01-01-2026,
3170,Louvre - Paris,75001,1,42,2366,1,2,3,1,01-01-2026,
3171,Saint - Georges - Paris,75009,9,27,1398,1,2,0,0,01-01-2026,
3172,Gare de l'Est - Paris,75010,10,22,1230,1,2,2,1,01/18/2026,
3173,Cadet - Paris,75009,9,25,1290,1,2,4,0,01/26/2026,
3174,Saint-Germain-des-Prés - Paris,75006,6,130,6989,2,4,0,0,now,
3175,Alésia - Paris,75014,14,48,1505,1,4,4,1,02-01-2026,
3176,Invalides - Paris,75007,7,29,1156,1,2,2,0,02-01-2026,
3177,Bastille - Paris,75012,12,32,1172,1,3,3,0,02-01-2026,
3178,Nation - Paris,75011,11,53,1882,1,4,5,1,02/21/2026,
3179,Saint - Georges - Paris,75009,9,48,1613,1,3,3,1,03-01-2026,
3180,Champs-Élysées - Paris,75016,16,15,951,1,2,1,1,03-01-2026,
3181,Bastille - Paris,75011,11,16,990,1,2,6,1,03-04-2026,
3182,Champs de Mars - Tour Eiffel - Paris,75007,7,15,890,1,2,4,0,03/31/2026,
3183,Place d'Italie - Paris,75013,13,25,1022,1,2,1,0,04-01-2026,
3184,Bastille - Paris,75012,12,48,2258,1,4,1,1,05-03-2026,
3185,Louvre - Paris,75001,1,24,1449,1,4,2,0,05/15/2026,
3186,Oberkampf - Paris,75011,11,47,1613,1,2,1,0,06-01-2026,
3187,Buttes Chaumont - Paris,75020,20,16,914,1,2,2,0,09-01-2026,
3188,Parc Monceau - Paris,75017,17,15,1075,1,1,6,1,09-01-2026,
3189,Butte aux Cailles - Paris,75013,13,18,968,1,1,6,0,09-02-2026,
3190,Place de Clichy - Paris,75018,18,19,1022,1,2,0,0,10-01-2026,
3191,Parc Georges Brassens - Paris,75015,15,39,1200,1,2,0,0,now,
3192,Quartier Latin - Panthéon - Paris,75005,5,42,2200,1,2,7,1,11-01-2026,
3193,Invalides - Paris,75007,7,38,1720,1,4,0,0,now,
3194,Chatelet - Les Halles - Paris,75001,1,47,2366,2,5,3,1,now,
3195,Champs-Élysées - Paris,75008,8,85,11000,2,4,5,1,now,
3196,Montmartre - Sacré Coeur - Paris,75018,18,28,1254,1,4,1,0,01-01-2027,
3197,Arc de Triomphe - Paris,75016,16,76,3549,2,4,3,1,now,
3198,Chatelet - Les Halles - Paris,75001,1,35,1762,1,2,3,1,now,
3199,Saint-Germain-des-Prés - Paris,75007,7,45,2090,1,4,5,0,12/23/2024,
3200,Montorgueil - Paris,75002,2,21,951,1,2,5,0,04-07-2024,
3201,Saint-Germain-des-Prés - Paris,75007,7,34,1980,1,2,2,0,07-03-2025,
3202,Champs de Mars - Tour Eiffel - Paris,75015,15,30,1600,1,2,1,1,01-07-2024,
3203,Montmartre - Sacré Coeur - Paris,75018,18,22,1075,1,2,1,0,now,
3204,Montparnasse - Paris,75007,7,22,1300,1,2,1,1,06/29/2025,
3205,Montorgueil - Paris,75002,2,20,1290,1,2,3,0,12/24/2024,
3206,Bastille - Paris,75011,11,44,1749,1,2,3,0,10/15/2024,
3207,Bastille - Paris,75011,11,40,1387,1,1,4,0,10/18/2024,
3208,Miromesnil - Paris,75008,8,95,4500,2,4,6,1,10/26/2024,
3209,Montmartre - Sacré Coeur - Paris,75009,9,40,1505,1,2,2,0,11-01-2024,
3210,Champs de Mars - Tour Eiffel - Paris,75007,7,14,951,1,2,2,0,11-01-2024,
3211,Parc Monceau - Paris,75017,17,22,1075,1,2,3,0,11-01-2024,
3212,Les Gobelins - Paris,75013,13,118,3903,3,4,5,1,now,
3213,Nation - Paris,75020,20,71,2419,2,4,0,0,11-01-2024,
3214,Le Marais - Paris,75003,3,40,1999,1,4,1,0,now,
3215,Montparnasse - Paris,75014,14,50,2204,2,4,2,1,11-01-2024,
3216,Quartier Latin - Paris,75005,5,55,2151,1,4,5,1,11-01-2024,
3217,Montparnasse - Paris,75014,14,20,1183,1,2,7,1,11-01-2024,
3218,Père Lachaise - Paris,75020,20,47,1500,1,2,7,1,11-02-2024,
3219,Champs-Élysées - Paris,75008,8,45,2097,1,2,3,1,11-02-2024,
3220,Porte d'Orléans - Paris,75014,14,26,1237,1,2,5,0,11-02-2024,
3221,Champs de Mars - Tour Eiffel - Paris,75007,7,27,1531,1,2,3,0,11-03-2024,
3222,Jules Joffrin - Paris,75018,18,22,968,1,2,6,0,11-03-2024,
3223,Batignolles - Paris,75017,17,53,1800,1,2,5,1,now,
3224,La Muette - Paris,75016,16,20,1392,1,1,5,1,11-06-2024,
3225,Bonne Nouvelle - Paris,75002,2,25,2000,1,2,3,0,11-07-2024,
3226,Arc de Triomphe - Paris,75017,17,36,1828,1,2,2,1,11/18/2024,
3227,Champs-Élysées - Paris,75017,17,57,2312,1,4,3,1,now,
3228,Champs-Élysées - Paris,75008,8,60,2796,1,4,2,1,now,
3229,Nation - Paris,75020,20,29,1247,1,1,2,0,12-01-2024,
3230,République - Paris,75003,3,120,4194,2,4,4,1,12-01-2024,
3231,Champs-Élysées - Paris,75008,8,29,1758,1,2,2,0,12-01-2024,
3232,Chatelet - Les Halles - Paris,75001,1,35,1751,1,4,6,0,now,
3233,Chatelet - Les Halles - Paris,75001,1,38,1600,1,2,1,0,now,
3234,Champs-Élysées - Paris,75008,8,48,1935,1,2,7,1,01-07-2024,
3235,Le Marais - Paris,75003,3,42,1949,1,4,2,1,now,
3236,Champs de Mars - Tour Eiffel - Paris,75015,15,114,6989,2,4,1,1,now,
3237,Boulogne Billancourt,92100,92,42,1344,1,2,2,0,12-06-2024,
3238,Montmartre - Moulin Rouge - Paris,75009,9,57,2527,2,4,5,1,12-07-2024,
3239,Saint-Germain-des-Prés - Paris,75006,6,27,1295,1,2,3,0,12-08-2024,
3240,Bastille - Paris,75011,11,35,1452,1,2,1,0,12/17/2024,
3241,Guy Moquet - Paris,75017,17,34,1183,1,2,6,1,12/18/2024,
3242,Madeleine - Paris,75008,8,30,1882,1,3,3,1,now,
3243,Invalides - Paris,75007,7,59,2947,2,4,4,0,12/23/2024,
3244,Grands Boulevards - Paris,75002,2,20,1290,1,2,1,0,12/25/2024,
3245,Montparnasse - Paris,75006,6,78,4597,3,6,1,1,12/27/2024,
3246,Le Marais - Paris,75003,3,34,1667,1,2,5,0,12/28/2024,
3247,Bastille - Paris,75011,11,21,1065,1,2,2,0,12/31/2024,
3248,Montmartre - Sacré Coeur - Paris,75018,18,56,2258,2,4,4,1,12/31/2024,
3249,Champs-Élysées - Paris,75008,8,42,1559,1,2,3,0,12/31/2024,
3250,Champs de Mars - Tour Eiffel - Paris,75015,15,131,9140,3,6,1,1,now,
3251,Le Marais - Paris,75003,3,22,1290,1,2,4,0,12/31/2024,
3252,Commerce - Paris,75015,15,95,3118,2,6,3,1,12/31/2024,
3253,Guy Moquet - Paris,75017,17,26,1290,1,2,1,0,12/31/2024,
3254,Montorgueil - Paris,75002,2,24,1290,1,2,1,0,12/31/2024,
3255,Quartier Latin - Paris,75005,5,40,1935,1,4,3,1,01-01-2025,
3256,Montmartre - Sacré Coeur - Paris,75018,18,33,1398,1,2,3,0,01-01-2025,
3257,Oberkampf - Paris,75011,11,52,1935,1,2,5,0,01-01-2025,
3258,Montmartre - Sacré Coeur - Paris,75009,9,130,4086,2,4,0,0,now,
3259,Beaubourg - Paris,75004,4,40,1935,1,4,3,0,01-01-2025,
3260,Rue de la Pompe - Paris,75016,16,78,3548,2,4,5,1,01-01-2025,
3261,Nation - Paris,75012,12,19,890,1,2,2,1,now,
