"Address","Price","Area","Floor","Property_Type","Bed","Rooms","Num_people","Link"
"Rue Mozart, 92110, Clichy",856,11,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-apartment/65ddffee1beed0ec1d9d8512?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Boulevard Chastenet de Géry, 94270, Le Kremlin-Bicêtre",944,22,3,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-magnificent-22-m-bedroom/661555ac685cb6c7b8d9e471?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue Damrémont, 75018, Paris",2660,60,5,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/charming-apartment-in-the-heart-of-montmartre/63452eed5fe1fa9ac49f560f?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue Charles Bossut, 75012, Paris",1431,35,4,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/quiet-gare-de-lyon-and-place-d'aligre/66a09ea482f7bbd2124a99cb?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Avenue de Suffren, 75007, Paris",7578,120,2,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/luxurious-2bdr-av-suffren-eiffel-tower/63ce4ba93817c89143665b72?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Boulevard de Clichy, 75009, Paris",1778,25,7,"Apartment",1,2,4,"https://wunderflats.com/en/furnished-apartment/nice-2-rooms-apartment-renovated-moulin-rougepigale/63caad0a370f3b647639d16a?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue Custine, 75018, Paris",1800,40,1,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/charming-flat-in-montmartre/66859f9e7b8b4215c7c589b8?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue des Pyrénées, 75020, Paris",3000,40,2,"Apartment",NA,2,2,"https://wunderflats.com/en/furnished-apartment/stylish-parisian-bubble-%40village-jourdainpyreneesfashionable-flat-with-nice-city-view-paris/66509c123a9d35727418af0a?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue Rodier, 75009, Paris",2200,39,3,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/two-rooms-near-rue-des-martyrs/664926a40f9241bdf58d7235?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue du Caire, 75002, Paris",1200,15,6,"Apartment",2,1,2,"https://wunderflats.com/en/furnished-apartment/charming-studio-on-the-roofs-of-paris/669f6629c230fde8bdb6caac?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue Mozart, 92110, Clichy",833,10,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-apartment/65ddeadd1beed0ec1d9d009a?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue des Saussaies, 75008, Paris",1070,15,4,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-studio-near-the-champs-elysees/6543667b044e12cf0d9247b0?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue de la Colonie, 75013, Paris",2200,15,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/pleasant-idyllic-studio-tolbiac-place-ditalie/63cfd77f0ed975f39e56345f?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue Mozart, 92110, Clichy",889,12,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-12m-fully-furnished-bedroom/66606896b29e5c68c93984a7?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Boulevard Saint-Michel, 75005, Paris",3466,60,4,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/a-room-in-front-of-the-luxembourg-garden/634442285fe1fa9ac49ba3c3?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue des Montiboeufs, 75020, Paris",2700,39,1,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/charming-apartment-20th-arrondissement-mobility-lease/64b80757e21a78ef782a5f68?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue Mozart, 92110, Clichy",911,11,3,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-flat/65e08509aaddd2df89c43bdb?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue Dupuytren, 75006, Paris",3422,55,1,"Apartment",2,3,3,"https://wunderflats.com/en/furnished-apartment/55-m-two-bedroom-apartment-in-saint-germain-des-pres-6th-arrondissement-of-paris/668e72099b11cea2711ccb1b?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Avenue du Président Wilson, 93210, Saint-Denis",844,14,7,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-superb-14-m-bedroom/66054acbca416e367b7109c0?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue Marie Curie, 93400, Saint-Ouen-sur-Seine",4111,65,5,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/new-modern-65m2-flat-in-a-secure-residence-close-to-the-paris-saint-ouen-flea-market/65b8cdc2070078f05d1e2269?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue Mozart, 92110, Clichy",867,11,3,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-flat/65e0860eaaddd2df89c442f0?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue de la Fédération, 75015, Paris",1194,110,9,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/11m-room-in-a-shared-apartment/666c3278cdbe1f346ebf1d8d?from=2025-12-31&dataLayerKey=iR83v6NKxhT_seIfmFrw8"
"Rue du Bailly, 93210, Saint-Denis",800,10,6,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-a-cosy-10m-room-in-saint-denis/65f43eb98c44d3966ef855a7?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue du Temple, 75003, Paris",2400,35,3,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/temple-1bdrm-furnished-apartment/65f05a944bc79548300331c8?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Murillo, 75008, Paris",3778,26,0,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/magnificent-studio-near-parc-monceau/65bb5dde8500a6fcd46b14c5?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Dauphine, 75006, Paris",1380,23,2,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/espace-intime-near-metro-odeon-paris/6543b9e9044e12cf0d93cad5?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue de Charonne, 75011, Paris",1199,16,2,"Apartment",NA,2,1,"https://wunderflats.com/en/furnished-apartment/cozy-room-in-spacious-apartment-with-elevator-access-mostly-private-shared-with-landlord-only-2-3-days-a-week/66841a56ca4ea95e2b96f2aa?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Passage de l'Union, 75007, Paris",2750,30,6,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/charming-parisian-apartment-for-4/6662e65a42085f10c0659efc?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue du Général Roguet, 92110, Clichy",1595,33,3,"Apartment",2,1,2,"https://wunderflats.com/en/furnished-apartment/charming-studio-in-clichy/661e2ba5a86032a3f7b802c9?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Mozart, 92110, Clichy",889,12,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-apartment/65ddea101beed0ec1d9cfafa?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Pierre Fontaine, 75009, Paris",3723,95,2,"Apartment",4,3,4,"https://wunderflats.com/en/furnished-apartment/rental-furnished-flat-3-rooms-95m-paris/63c136a1ac8791f4e9b25ee9?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Vieille-du-Temple, 75004, Paris",3533,42,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/amazing-studio-marais-hotel-de-ville/63d3813cac80981d4ef585bf?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Victor Hugo, 92300, Levallois-Perret",911,10,7,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-large-10-m-bedroom/65e0bfc61088668b1a3916b1?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue François Miron, 75004, Paris",1550,21,6,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/ideal-2-rooms-in-the-heart-of-marais/661530098fcc8035e5c8ad09?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Boulevard Voltaire, 75011, Paris",2778,35,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/bright-beautiful-loft-voltaire/63c54a1a7dd456f0d85c6170?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Michel Peter, 75013, Paris",2700,50,4,"Apartment",3,3,4,"https://wunderflats.com/en/furnished-apartment/michel-peter-entire-big-furnished-apartment-with-2-bedrooms/65f072de4bc795483003dfa7?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue de la Convention, 75015, Paris",1850,38,6,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/charming-bright-2-room-apartment-in-the-heart-of-all-shops-and-convention-metro-station-quality-fixtures-and-fittings/661bff9c6afd99e99b83ff97?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Mozart, 92110, Clichy",911,12,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/cute-and-spacious-room/65de01671beed0ec1d9d94d9?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Quai Aulagnier, 92600, Asnières-sur-Seine",5000,95,16,"Apartment",4,3,6,"https://wunderflats.com/en/furnished-apartment/cozy-studio-in-popular-area/6672a4a62cdecfea29437aa4?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue du Roi de Sicile, 75004, Paris",2274,30,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/large-furnished-studio-in-the-heart-of-the-st-paul-district-in-the-marais/6458afae4f7f69cc3e9b4aa2?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Avenue Jean Jaurès, 75019, Paris",1180,16,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/nice-studio-buttes-chaumont-wifi-tv-coffee-machine/667b41a7d473744c08784fdf?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Avenue du Président Roosevelt, 93300, Aubervilliers",1750,43,3,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/cosy-one-bedroom-flat-mairie-daubervilliers/652fbe2a5408b9fc8bd187dd?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Cesária Évora, 75019, Paris",811,9,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-9-m-room/65ce49900c6616400d36ebaa?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Bouret, 75019, Paris",1489,26,1,"Apartment",NA,2,2,"https://wunderflats.com/en/furnished-apartment/magnificent-two-room-apartment-buttes-chaumont/6441c7ac89462108298c8ec5?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Rambuteau, 75004, Paris",2528,20,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/charming-apartment-rambuteau/63d388c9ac80981d4ef598e6?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue de l'Abbé Groult, 75015, Paris",2850,37,0,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/spacious-ncharmant-2-p-entierement-refait/66aff7bed528d22f49d5d0a8?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Nollet, 75017, Paris",4890,90,3,"Apartment",NA,3,4,"https://wunderflats.com/en/furnished-apartment/cute-charming-flat-in-the-17th/640f2891762d36f11ebcd46c?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Victor Hugo, 94200, Ivry-sur-Seine",944,12,4,"Apartment",1,2,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-flat/65d8a000f4d87ed2bb7a4010?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Mozart, 92110, Clichy",911,12,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-flat/65ddfc131beed0ec1d9d6939?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue de Vouillé, 75015, Paris",1052,10,0,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/g/modern-comfort-with-private-room-bail-mobilite/aiknA6ioaaodHHIIhJqJs?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Dareau, 75014, Paris",5160,108,3,"Apartment",4,5,6,"https://wunderflats.com/en/furnished-apartment/rent-furnished-apartment-denfert-rochereau-port-royal/63be93f6720c7976e27caad3?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue Montorgueil, 75001, Paris",3666,40,2,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/fully-equipped-flat-for-two-or-three-people-in-the-centre-of-paris-very-functional-accommodation/63c56cc8207454cf33f77e0c?from=2025-12-31&dataLayerKey=YeWTxzQ4ztxZZVLcnxttU"
"Rue de Sèvres, 75006, Paris",3922,40,2,"Apartment",2,3,6,"https://wunderflats.com/en/furnished-apartment/beautiful-apt-near-the-bon-marche/6494123badb4d06f7f20be79?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue de Grenelle, 75007, Paris",3000,30,1,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/paris-7th-heaven-cozy-chic-sunny-safe-and-family-friendly-modern-one-bedroom-apartment-by-invalides-rue-cler-and-eiffel-tower/667906ddd3649ac8b9334023?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Marie Curie, 93400, Saint-Ouen-sur-Seine",4111,65,5,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/65m2-apartment-new-and-modern-in-a-secure-residence-close-to-the-paris-saint-ouen-flea-market/65a16ef858e82b6611f2f9f6?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Saussier-Leroy, 75017, Paris",3133,60,2,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/apartment-2-rooms-porte-maillot-etoile/63c7cc3bdd0280e18da0db19?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue du Bailly, 93210, Saint-Denis",856,12,3,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-a-welcoming-room-in-saint-denis/660c3fa52510caf6e0051537?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Avenue de Flandre, 75019, Paris",1800,36,5,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/charming-and-authentic-2-room-apartment/65e9a239d9a8bff59450065c?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue de l'Abbé Grégoire, 75006, Paris",7222,77,2,"Apartment",2,3,6,"https://wunderflats.com/en/furnished-apartment/modern-77m-apartment-on-the-2nd-floor-with-elevator-stylish-design-and-conveniences/64e37fa2966b74867a5d1883?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Mandar, 75002, Paris",3474,52,2,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/id392-cozy-2-bedroom-flat-in-rue-mandarmontorgeuil/657c5d3649528ae735a5cd82?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Avenue du Président Wilson, 93210, Saint-Denis",1480,50,4,"Apartment",NA,2,3,"https://wunderflats.com/en/furnished-apartment/47m-2-duplex-near-metro-front-populaire-line-12/66963f9d2616a04f93792c21?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue des Patriarches, 75005, Paris",3056,40,6,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/urban-retreat-in-the-heart-of-paris-charm-comfort-and-festivities/660ffff839dee026b318378d?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Mozart, 92110, Clichy",956,15,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/co-living-spacious-15m-fully-furnished-bedroom/666066fab29e5c68c9397622?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue du Château d'Eau, 75010, Paris",2850,35,4,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/prime-location-and-cozy-comfort-2-min-walk-to-place-de-la-republique-stylish-apartment-for-4/64b9136cdae4642b568943f3?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue de la Folie-Regnault, 75011, Paris",2100,45,2,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/id-422-roquette-rue-de-la-folie-regnault/666c207a1eb0effbad4df547?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Lamennais, 75008, Paris",3066,45,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/apartment-2-rooms-45m-champs-elysees-etoile/63c561db207454cf33f7373d?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue de Montyon, 75009, Paris",3667,54,2,"Apartment",1,3,4,"https://wunderflats.com/en/furnished-apartment/54m-flat-for-4-people-in-the-9th-arrondissement-at-the-crossroads-of-montmartre-the-opera-and-the-grands-magasins/65c4f8eff7d99830f4b406b6?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Piat, 75020, Paris",1550,30,5,"Apartment",2,2,3,"https://wunderflats.com/en/furnished-apartment/id-413-renovated-apartment-in-rue-piat/6627ad345b13fb14e14e36ee?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Boulevard de la Villette, 75010, Paris",2000,32,6,"Apartment",2,1,4,"https://wunderflats.com/en/furnished-apartment/appartement-au-dessus-de-paris/6550953d05fd53fee6dcf8b9?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue des Rosiers, 75004, Paris",2778,30,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/located-in-the-heart-of-the-marais-come-and-enjoy-this-beautifully-designed-and-fully-equipped-studio-for-your-ultimate-comfort/6509903915b447696a085844?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue des Moines, 75017, Paris",3000,51,3,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/elegant-parisian-retreat-2-bedroom-gem-in-the-heart-of-the-17th-arrondissement/6567408d55e11c24a08538b0?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Sarrette, 75014, Paris",3761,54,1,"Apartment",4,3,4,"https://wunderflats.com/en/furnished-apartment/rental-furnished-flat-3-rooms-54m-parc-montsouris/63c181ddac8791f4e9b3c988?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue de la Comète, 75007, Paris",2204,48,2,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/one-bedroom-apartment-close-to-the-invalides/6347fbfd3546a73bfe16af8c?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue de l'Arbalète, 75005, Paris",4588,98,5,"Apartment",3,3,5,"https://wunderflats.com/en/furnished-apartment/charming-furnished-3-bedroom-flat-in-the-heart-of-the-latin-quarter/65f4489655086b73d90c3346?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Jean-Jacques Rousseau, 75001, Paris",2500,31,3,"Apartment",2,2,2,"https://wunderflats.com/en/furnished-apartment/magnificent-apartment-at-the-palais-royal/665a01d92fa0cfe0b2fc08b0?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Mozart, 92110, Clichy",1000,15,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-apartment/65dde8e81beed0ec1d9cf38f?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue du Vertbois, 75003, Paris",1607,22,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/studio-22m-arts-et-metiers-beaubourg/63c13cbef28f74b00490e95f?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Vergniaud, 75013, Paris",2889,61,2,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/charming-parisian-apartment-in-the-heart-of-the-13th-arrondissement-ideal-comfort-and-location/6565f59ac120f67033a05635?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue de Vaugirard, 75006, Paris",1444,20,3,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/studio-20m-raspail-sevres-babylone/63c52cb9bcfe4121e28c1dc7?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Saint-Sauveur, 75002, Paris",1950,34,1,"Apartment",2,1,3,"https://wunderflats.com/en/furnished-apartment/charming-studio-in-the-heart-of-paris/661f779abaab2b93c0d96c67?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Friant, 75014, Paris",2756,63,4,"Apartment",2,3,3,"https://wunderflats.com/en/furnished-apartment/charming-and-bright-2-bedroom-apartment-in-quiet-courtyard/6437d54a071ce18b697c2073?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue Mozart, 92110, Clichy",922,11,1,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-apartment/65ddfecb1beed0ec1d9d7d82?from=2025-12-31&dataLayerKey=cM2aFsM5BHo7Ay3ZCbByT"
"Rue d'Armaillé, 75017, Paris",2618,55,2,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/1-bedroom-apartment-between-ternes-and-porte-maillot/63452162f9fabbf613936079?from=2025-12-31&dataLayerKey=dE5PPXBcRVIRFo5vGiL1p"
"Rue Mozart, 92110, Clichy",967,15,3,"Apartment",1,1,1,"https://wunderflats.com/en/furnished-apartment/private-bedroom-in-shared-flat/65ddbcc11beed0ec1d9bc8b9?from=2025-12-31&dataLayerKey=dE5PPXBcRVIRFo5vGiL1p"
"Rue du Lunain, 75014, Paris",4000,80,3,"Apartment",2,3,3,"https://wunderflats.com/en/furnished-apartment/superb-80m2-flat-in-the-14-arrondissement-of-paris/65c0afbbe70057fd99530ef9?from=2025-12-31&dataLayerKey=dE5PPXBcRVIRFo5vGiL1p"
"Rue de Douai, 75009, Paris",2420,30,0,"Apartment",1,2,2,"https://wunderflats.com/en/furnished-apartment/g/modern-1-bedroom-flat-in-the-heart-of-paris-gym-coworking-and-courtyard-access/evkYxB_ikkm5B8qfrF6bO?from=2025-12-31&dataLayerKey=dE5PPXBcRVIRFo5vGiL1p"
"Rue Sainte-Foy, 75002, Paris",2809,36,1,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/tastefully-decorated-flat-in-the-heart-of-the-2nd-arrondissement/655c71d624cd93433fed241d?from=2025-12-31&dataLayerKey=dE5PPXBcRVIRFo5vGiL1p"
"Rue Jean Walter, 92110, Clichy",1750,54,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/id-402-entire-1-bedroom-apartment-with-terrace-at-clichy/65c4982ed8c4b172a9e1844d?from=2025-12-31&dataLayerKey=dE5PPXBcRVIRFo5vGiL1p"
"Quai de la Tournelle, 75005, Paris",3204,75,5,"Apartment",2,3,4,"https://wunderflats.com/en/furnished-apartment/rental-furnished-flat-3-rooms-75m-paris/63c155abac8791f4e9b2f776?from=2025-12-31&dataLayerKey=dE5PPXBcRVIRFo5vGiL1p"
"Rue Stendhal, 75020, Paris",1540,19,0,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/cozy-studio-pere-lachaise/655379dfa274f1b9e2630b96?from=2025-12-31&dataLayerKey=dE5PPXBcRVIRFo5vGiL1p"
"Rue Stanislas, 75006, Paris",1587,17,1,"Apartment",1,1,2,"https://wunderflats.com/en/furnished-apartment/beautiful-flat-ideally-located/655766c479053c371d546f41?from=2025-12-31&dataLayerKey=dE5PPXBcRVIRFo5vGiL1p"
"Rue de Bourgogne, 75007, Paris",2750,30,5,"Apartment",2,2,4,"https://wunderflats.com/en/furnished-apartment/id389-captivating-apartment-in-the-heart-of-paris-on-rue-bourgogne-7th-arr/658ab79c7ef6f11edc1469f8?from=2025-12-31&dataLayerKey=dE5PPXBcRVIRFo5vGiL1p"
