Address,Postal_code,Arrondissement,Area,Price,Bedroom,Occupants,Floor,Energy,GHG,Elevator,Available_date,Description
Parc Monceau - Paris,75008,8,15,1022,1,1,6,NA,NA,1,06/03/2025,"This 15 square meters , Studio, apartment is located on rue de Monceau in the 8th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 1 people. This apartment is equipped with : washer, dryer, dishwasher, unlimited high speed internet access with the wifi, TV."
Bastille - Paris,75004,4,44,2000,1,4,6,NA,NA,1,06/03/2025,"This modern and bright 43 square meters , 1 Bedroom, apartment is located on boulevard Henri IV in the 4th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi."
Neuilly sur Seine - Neuilly-sur-Seine,92200,92,22,1022,1,2,1,638,20,0,06/06/2025,"This charming and delightful 22 square meters , Studio, apartment is located on Rue Madeleine Michelis in Neuilly sur Seine, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : unlimited high speed internet access with the wifi, TV."
Opéra - Paris,75002,2,23,1280,1,2,3,326,10,0,06/12/2025,"This charming 23 square meters , Studio, apartment is located on rue d Amboise in the 2nd arrondissement, on the 3 rd French floor of a 18th century walk up building and it sleeps 3 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access, phone, DVD, decorative fireplace."
Invalides - Paris,75007,7,34,1751,1,2,4,NA,NA,1,06/17/2025,"This 34 square meters recently renoved in 2021, 1 Bedroom, apartment has a direct view on the Dôme des Invalides and is located on avenue de Breteuil in the 7th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, dryer."
Bastille - Paris,75011,11,38,1613,1,2,3,NA,NA,0,06/18/2025,"This charming and tastefully decorated 38 square meters , 1 Bedroom, apartment is located on rue Saint Bernard in the 11th arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access, DVD, decorative fireplace."
Opéra - Paris,75002,2,40,2129,2,4,2,NA,NA,1,06/18/2025,"This elegant 40 square meters , 2 Bedrooms, apartment is located on rue de La Michodiere in the 2nd arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : A/C, washer, dishwasher, TV, unlimited high speed internet access, phone."
La Muette - Paris,75016,16,102,4500,2,5,4,NA,NA,1,now,"This beautiful and chic 102 square meters , 2 Bedrooms, apartment is located on boulevard Suchet in the 16th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 5 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, phone, decorative fireplace."
Bourse - Paris,75002,2,33,1989,1,4,5,NA,NA,0,07/01/2025,"This charming 33 square meters + 10 square meters balcony, 1 Bedroom, apartment is located on rue d Amboise in the 2nd arrondissement, on the 5 th French floor of a 19th century walk up building and it sleeps 4 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, iPod stereo.It also has a lovely 10 square meters terrace."
Madeleine - Paris,75008,8,15,968,1,1,4,NA,NA,0,07/01/2025,"This cozy 15 square meters , Studio, apartment is located on rue Montalivet in the 8th arrondissement, on the 4 th French floor of a 19th century walk up building and it sleeps 1 people. This apartment is equipped with : washer, TV, unlimited high speed internet access. The ceiling is only 2 meters high."
Montparnasse - Paris,75014,14,46,1500,1,4,4,NA,NA,1,07/01/2025,"This cozy 46 square meters , 1 Bedroom, apartment is located on rue du Moulin Vert in the 14th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access with the wifi, stereo, decorative fireplace."
Ile Saint Louis - Paris,75004,4,24,1200,1,2,4,NA,NA,0,07/01/2025,"This 24 square meters , Studio, apartment is located on rue Saint Louis en l Île in the 4th arrondissement, on the 4 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access, stereo."
République - Paris,75011,11,16,820,1,1,4,NA,NA,0,now,"This cozy 16 square meters , Studio, apartment is located on rue Lacharriere in the 11th arrondissement, on the 4 th French floor of a 19th century walk up building and it sleeps 1 person. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access, phone."
Ternes - Paris,75017,17,33,1559,1,1,2,NA,NA,0,07/01/2025,"This charming and cozy 33 square meters 1 Bedroom apartment is located on rue Poncelet in the 17th arrondissement, on the 2nd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dryer, unlimited high speed internet access, phone, cable, TV, DVD."
Le Marais - Paris,75004,4,27,1451,1,2,5,349,11,0,07/01/2025,"This cozy and elegant 27 square meters , 1 Bedroom, apartment is located on rue Saint Martin in the 4th arrondissement, on the 5 th French floor of a 17th century walk up building and it sleeps 2 people. This apartment is equipped with : washer-dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi."
Saint-Germain-des-Prés - Paris,75007,7,27,1505,1,2,3,NA,NA,0,07/01/2025,"This charming and bright 27 square meters , Studio, apartment is located on rue du Bac in the 7th arrondissement, on the 3 rd French floor of a 18th century walk up building and it sleeps 2 people. This apartment is equipped with : washer/dryer, TV, unlimited high speed internet access, phone, stereo, VCR, decorative fireplace."
Neuilly sur Seine - Neuilly-sur-Seine,92200,92,39,1613,1,2,1,NA,NA,1,07/01/2025,"This charming and modern 39 square meters , 1 Bedroom, apartment is located on Rue Madeleine Michelis in Neuilly sur Seine, on the 1 st French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access, phone, dishwasher."
Passy - Paris,75016,16,33,1452,1,2,1,NA,NA,1,07/01/2025,"This charming 33 square meters , Studio, apartment is located on rue des Marronniers in the 16th arrondissement, on the 1 st French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi."
Daumesnil - Paris,75012,12,22,1215,1,2,1,NA,NA,0,07/01/2025,"This charming and luminous 22 square meters , Studio, apartment is located on boulevard de Picpus in the 12th arrondissement, on the 1 st French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, terrace."
Convention - Paris,75015,15,23,1183,1,2,3,NA,NA,1,07/01/2025,"This charming 23 square meters , Studio, apartment is located on rue Saint Amand in the 15th arrondissement, on the 3 rd French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi."
Montmartre - Abbesses - Paris,75018,18,18,968,1,2,2,NA,NA,0,07/01/2025,"This charming and delightful 18 square meters , Studio, apartment is located on rue des Martyrs in the 18th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, stereo."
Levallois-Perret,92300,92,40,1613,1,2,1,NA,NA,1,07/02/2025,"This beautiful and modern 40 square meters , 1 Bedroom, apartment is located on rue Paul Vaillant Couturier in Levallois Perret, on the 1 st French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, terrace, phone, DVD, stereo."
Alésia - Paris,75014,14,29,1344,1,2,6,219,6,1,07/02/2025,"This charming , Studio, apartment is located on rue d Alesia in the 14th arrondissement, on the 6 th French floor building and it sleeps 2 people. This apartment is equipped with : the washer is in a private closet across the landing, dishwasher, cable, TV, unlimited high speed internet access with the wifi."
Invalides - Paris,75007,7,78,2581,2,3,1,NA,NA,0,07/03/2025,"This charming 78 square meters , 2 Bedroom, apartment is located on avenue de Breteuil in the 7th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 3 people. This apartment is equipped with : washer-dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi."
Bastille - Paris,75011,11,42,1801,1,4,1,NA,NA,1,now,"This modern 42 square meters , 1 Bedroom, apartment is located on rue Amelot in the 11th arrondissement, on the 1 st French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer-dryer, dishwasher, TV, unlimited high speed internet access. Final cleaning + 50€."
Passy - Paris,75016,16,21,1183,1,2,0,NA,NA,NA,now,"This charming 21 square meters , Studio, apartment is located on boulevard emile Augier in the 16th arrondissement, on the ground floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access."
Invalides - Paris,75015,15,44,1505,1,2,6,NA,NA,0,07/19/2024,"This beautiful and charming 44 square meters , 1 Bedroom, apartment is located on rue Blomet in the 15th arrondissement, on the 6 th and last French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access, wifi, phone, DVD, stereo. The phone will have unlimited calls to landlines and mobiles in France and to landlines in more than 110 countries."
Opéra - Paris,75002,2,30,1398,1,2,5,NA,NA,0,07/19/2024,"This modern and comfortable 30 square meters Alcove Studio apartment is ideally located in the quiet rue d Amboise in the 2nd arrondissement, on the 5th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, unlimited high speed internet access, wifi , cable TV, home cinema (stereo, DVD, MP3)."
Chatelet - Les Halles - Paris,75003,3,240,15352,3,8,0,NA,NA,NA,03/01/2025,"This 240 square meters , 3 Bedrooms, apartment is located on rue de Braque in the 3rd arrondissement, on the ground floor of a 19th century building and it sleeps 8 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi. This ""top of the range"" apartment has some rooms in the basement, including the large kitchen (vaulted stone cellars) and, because of the greater humidity downstairs, and the stone which can crumble depending on the period (dust falling from the ceiling), these beds are proposed as extra beds. The calculation of the price of the apartment takes into account this reality. These rooms in the basement (vaulted cellars) are very pleasant in summer when it is very hot outside, because they remain very cool. To be avoided in winter for people who can't stand humidity. Of course all rooms are heated if necessary."
Ile Saint Louis - Paris,75004,4,67,2900,1,2,2,NA,NA,0,now,"This 67 square meters , 1 Bedroom, apartment is located on quai d Orleans in the 4th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access with the wifi."
