Address,Postal_code,Arrondissement,Area,Price,Bedroom,Occupants,Floor,Energy,GHG,Elevator,Available_date,Description
Saint Lazare - Paris,75008,8,27,1452,1,1,6,NA,NA,0,01/01/2025,"This charming 27 square meters , 1 Bedroom, apartment is located on rue de Moscou in the 8th arrondissement, on the 6 th French floor of a 19th century walk up building and it sleeps 1 people. This apartment is equipped with : washer, unlimited high speed internet access with the wifi."
Voltaire - Paris,75011,11,20,1100,1,1,3,NA,NA,0,01/01/2025,"This delightful and charming 20 square meters , Studio, apartment is located on rue Popincourt in the 11th arrondissement, on the 3 rd French floor of a 20th century walk up building and it sleeps 1 people. This apartment is equipped with : dishwasher, TV, unlimited high speed internet access with the wifi."
Champs de Mars - Tour Eiffel - Paris,75007,7,82,3978,2,4,3,NA,NA,1,01/01/2025,"This charming 82 square meters , 2 Bedroom, apartment is located on boulevard de La Tour Maubourg in the 7th arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer-dryer, dishwasher, TV, unlimited high speed internet access with the wifi, decorative fireplace. It has a beautiful view on the Invalides."
Le Marais - Paris,75003,3,20,1249,1,2,5,NA,NA,0,01/01/2025,"This tastefully decorated 20 square meters , Studio, apartment is located on rue Notre Dame de Nazareth in the 3rd arrondissement, on the 5 th French floor of a 17th century building and it sleeps 2 people. This apartment is equipped with : washer dryer., dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony,"
Montorgueil - Paris,75002,2,18,1022,1,2,1,NA,NA,0,01/01/2025,"This charming and delightful 18 square meters , Studio, apartment is located on rue Saint Sauveur in the 2nd arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi, decorative fireplace."
Saint Lazare - Paris,75008,8,32,1613,1,4,0,NA,NA,NA,01/01/2025,"This modern 32 square meters , 1 Bedroom, apartment is located on rue Clapeyron in the 8th arrondissement, on the ground floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : dishwasher, cable, TV, unlimited high speed internet access with the wifi, DVD, washer-dryer."
Montorgueil - Paris,75001,1,35,1613,1,1,6,NA,NA,1,01/01/2025,"This very well situated 35 square meters , 1 Bedroom, apartment is located on rue Saint Denis in the 1st arrondissement, on the 6 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access with the wifi, phone, stereo."
Gare de Lyon - Paris,75012,12,27,1129,1,2,4,NA,NA,0,01/01/2025,"This charming 27 square meters , Studio, apartment is located on passage Gatbois in the 12th arrondissement, on the 4 th French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, phone."
Montorgueil - Paris,75002,2,37,2419,1,4,3,NA,NA,1,01/01/2025,"This tastefully decorated 37 square meters , 1 Bedroom, apartment is located on rue Tiquetonne in the 2nd arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer-dryer, dishwasher, cable, TV, unlimited high speed internet access."
Canal Saint Martin - Paris,75011,11,16,806,1,2,2,NA,NA,0,01/01/2025,"This charming and delightful 16 square meters , Studio, apartment is located on rue Saint Maur in the 11th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : TV."
République - Paris,75011,11,40,1376,1,2,2,NA,NA,1,01/01/2025,"This charming and delightful 40 square meters , 1 Bedroom, apartment is located on rue du Faubourg Du Temple in the 11th arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access, DVD, stereo."
Canal Saint Martin - Paris,75010,10,40,1720,1,2,3,NA,NA,0,01/02/2025,"This charming and delightful 40 square meters , 1 Bedroom, apartment is located on rue Alibert in the 10th arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, phone, stereo."
République - Paris,75011,11,15,914,1,2,6,NA,NA,1,01/02/2025,"This charming 15 square meters , Studio, apartment is located on rue de la Folie Mericourt in the 11th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 1 person. This apartment is equipped with : washer, TV, unlimited high speed internet access, DVD, stereo."
Montmartre - Moulin Rouge - Paris,75009,9,25,1075,1,2,5,NA,NA,0,now,"This 25 square meters , Studio, apartment is located on rue Fontaine in the 9th arrondissement, on the 5 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi, balcony."
Denfert Rochereau - Paris,75014,14,46,1720,1,2,0,NA,NA,NA,01/02/2025,"This charming 46 square meters , 1 Bedroom, apartment is located on rue Ernest Cresson in the 14th arrondissement, on the ground floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access with the wifi, decorative fireplace."
Champs-Élysées - Paris,75008,8,15,1140,1,1,6,NA,NA,1,now,"This elegant and cozy 15 square meters , Studio, apartment is located on rue d Artois in the 8th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 1 person. This apartment is equipped with : TV, unlimited high speed internet access with the wifi."
Beaugrenelle - Paris,75015,15,46,2000,1,2,1,211,9,1,now,"This bright and very well situated 46 square meters , 1 Bedroom, apartment is located on rue de Lourmel in the 15th arrondissement, on the 1 st French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi."
Notre Dame - Paris,75005,5,19,1387,1,2,3,NA,NA,0,01/06/2025,"This modern and well located 19 square meters , Studio, apartment is located on rue Saint Severin in the 5th arrondissement, on the 3 rd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : TV, cable, unlimited high speed internet access with the wifi."
Convention - Paris,75015,15,45,1849,1,2,4,NA,NA,1,01/09/2025,"This 45 square meters , 1 Bedroom, apartment is located on rue Victor Duruy in the 15th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony, phone, DVD."
Le Marais - Paris,75004,4,30,1500,1,2,2,NA,NA,0,now,"This beautiful and tastefully decorated 30 square meters Studio apartment is located on rue du Roi de Sicile in the 4th arrondissement, on the 2nd French floor of a 18th century walk up building and it sleeps 2 people. References #3806,3807,3809 are in the same building. This apartment is equipped with : A/C, washer, dryer, unlimited high speed internet access, stereo, TV, DVD."
Montmartre - Sacré Coeur - Paris,75018,18,88,2600,2,4,5,312,56,1,01/16/2025,"This bright and well located 88 square meters , 2 Bedrooms, apartment is located on rue Bachelet in the 18th arrondissement, on the 5 th French floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access with the wifi."
Montmartre - Sacré Coeur - Paris,75018,18,80,2949,2,4,4,NA,NA,1,01/21/2025,"This 80 square meters , 2 Bedroom, apartment is located on rue Damremont in the 18th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, DVD, stereo, decorative fireplace."
Saint - Georges - Paris,75009,9,43,2097,1,2,8,NA,NA,1,01/21/2025,"This charming and very well situated 43 square meters , 1 Bedroom, apartment is located on rue de Rochechouart in the 9th arrondissement, on the 8 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony, DVD."
Arc de Triomphe - Paris,75017,17,26,1398,1,2,4,NA,NA,1,01/22/2025,"This charming 26 square meters , Studio, apartment is located on rue Troyon in the 17th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, phone."
République - Paris,75011,11,20,1129,1,2,1,403,13,0,01/24/2025,"This charming and delightful 20 square meters , Studio, apartment is located on avenue Parmentier in the 11th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, unlimited high speed internet access with the wifi, TV."
Oberkampf - Paris,75011,11,21,1290,1,4,2,275,8,0,01/30/2025,"This delightful and charming 21 square meters , Alcove Studio, apartment is located on rue de Crussol in the 11th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi, washer."
Champs de Mars - Tour Eiffel - Paris,75007,7,94,3226,2,5,6,NA,NA,1,02/01/2025,"This delightful 94 square meters , 2 Bedroom, apartment is located on avenue de Suffren in the 15th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 5 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access, balcony, phone, DVD, stereo, decorative fireplace, cable, wifi."
Poissonnière - Paris,75010,10,25,1075,1,2,5,NA,NA,0,now,"This modern 25 square meters Studio apartment is located on rue de Chabrol in the 10th arrondissement, on the 5th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer dryer, unlimited high speed internet access, wifi , stereo, cable, TV."
Mairie du 18ème - Paris,75018,18,34,1452,1,2,3,NA,NA,0,02/01/2025,"This modern and tastefully decorated 34 square meters , 1 Bedroom, apartment is located on rue du Mont Cenis in the 18th arrondissement, on the 3 rd French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : washer/dryer, TV, unlimited high speed internet access with the wifi."
Parc Monceau - Paris,75017,17,26,1462,1,4,4,NA,NA,0,01/07/2024,"This cozy 26 square meters , 1 Bedroom, apartment is located on rue Des Renaudes in the 17th arrondissement, on the 4 th French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, decorative fireplace, cable."
Arc de Triomphe - Paris,75016,16,27,1300,1,2,6,NA,NA,0,02/01/2025,"This cozy 27 square meters , 1 Bedroom, apartment is located on rue Lauriston in the 16th arrondissement, on the 6 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi."
Montparnasse - Paris,75006,6,30,1613,1,3,8,NA,NA,1,now,"This 30 square meters , Studio, apartment is located on boulevard du Montparnasse in the 6th arrondissement, on the 8 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer-dryer, dishwasher, TV, unlimited high speed internet access, stereo."
Sèvres - Paris,75007,7,15,968,1,2,2,NA,NA,0,02/02/2025,"This cozy 15 square meters , Studio, apartment is located on rue Pierre Leroux in the 7th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 1 to 2 people. This apartment is equipped with : washer-dryer, cable, TV, unlimited high speed internet access with the wifi."
Convention - Paris,75015,15,18,1097,1,2,6,NA,NA,1,now,"This charming 18 square meters , Studio, apartment is located on rue Duranton in the 15th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi, phone."
Saint-Germain-des-Prés - Paris,75005,5,16,890,1,2,1,NA,NA,0,02/03/2025,"This charming and delightful 16 square meters , Studio, apartment is located on rue Maître Albert in the 5th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : cable, TV, unlimited high speed internet access with the wifi, phone, washer."
Boulogne Billancourt,92100,92,37,1430,1,4,3,296,47,1,02/07/2025,"This modern and luminous 37 square meters , 1 Bedroom, apartment is located on rue Jean Bouveri in Boulogne Billancourt, on the 3 rd French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, cable, unlimited high speed internet access with the wifi, 2 balconies."
Neuilly sur Seine - Neuilly-sur-Seine,92200,92,82,3226,2,4,1,NA,NA,1,now,"This beautiful and modern 82 square meters , 2 Bedroom, apartment is located on Rue De Villiers in Neuilly sur Seine, on the 1 st French floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony, home cinema, beamer."
Champs-Élysées - Triangle d'Or - Paris,75008,8,78,4400,2,4,6,251,31,1,02/19/2025,"This tastefully decorated 78 square meters , 2 Bedroom, apartment is located in the Golden triangle in the 8th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : A/C, washer, dryer, TV, unlimited high speed internet access with the wifi, decorative fireplace, dishwasher, cable."
Saint Lazare - Paris,75008,8,34,1989,1,2,6,270,8,1,02/21/2025,"This charming and delightful 34 square meters , 1 Bedroom, apartment is located on rue de l Isly in the 8th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi, dryer."
Champs-Élysées - Paris,75008,8,44,1935,1,2,5,NA,NA,1,03/01/2025,"This elegant and very well situated 44 square meters , 1 Bedroom, apartment is located on rue de la Neva in the 8th arrondissement, on the 5 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, DVD, decorative fireplace."
Porte de Clichy - Paris,75017,17,60,2151,1,2,6,NA,NA,1,now,"This beautiful and elegant 60 square meters , 1 Bedroom, apartment is located on boulevard Bessieres in the 17th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi, terrace, DVD."
Le Marais - Paris,75003,3,50,1700,1,2,3,NA,NA,1,now,"This cozy and well located 50 square meters , 1 Bedroom, apartment is located on rue Saint Martin in the 3rd arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access, stereo."
Commerce - Paris,75015,15,20,1358,1,2,6,474,97,1,03/01/2025,"This modern and cozy 20 square meters , Alcove Studio, apartment is located on rue du Theatre in the 15th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : TV, cable, unlimited high speed internet access with the wifi."
Louvre - Paris,75001,1,50,2366,1,2,2,NA,NA,0,03/01/2025,"This beautiful and luminous 50 square meters , 1 Bedroom, apartment is located on rue Jean Jacques Rousseau in the 1st arrondissement, on the 2 nd French floor of a 17th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, phone."
Rue de la Pompe - Paris,75016,16,50,2366,1,3,3,NA,NA,1,now,"This charming and comfortable 50 square meters , 1 Bedroom, apartment is located on rue de Longchamp in the 16th arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 3 people. This apartment is equipped with : dishwasher, unlimited high speed internet access with the wifi, DVD, decorative fireplace, washer/dryer, TV and cable."
Grands Boulevards - Paris,75002,2,19,882,1,2,5,NA,NA,0,03/02/2025,"This charming and comfortable 18 square meters Studio apartment is located on rue des Jeuneurs in the 02nd arrondissement, on the 5th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : wifi , TV, DVD."
Le Marais - Paris,75003,3,23,1549,1,2,2,NA,NA,0,03/04/2025,"This charming 23 square meters , Studio, apartment is located on rue Notre Dame de Nazareth in the 3rd arrondissement, on the 2 nd French floor of a 18th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi, phone."
Batignolles - Paris,75017,17,60,1828,1,2,4,NA,NA,1,now,"This charming and delightful 60 square meters , 1 Bedroom, apartment is located on rue de Bizerte in the 17th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi, balcony, phone, DVD, decorative fireplace."
Montmartre - Sacré Coeur - Paris,75018,18,45,1570,1,2,3,282,61,0,03/11/2025,"This 45 square meters , 1 Bedroom, apartment is located on Villa Armand in the 18th arrondissement, on the 3 rd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi, phone."
Bonne Nouvelle - Paris,75002,2,45,2151,1,4,1,NA,NA,0,now,"This charming 45 square meters , 1 Bedroom, apartment is located on rue de Clery in the 2nd arrondissement, on the 1 st French floor of a 17th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access with the wifi."
Saint Denis - Paris,75010,10,20,968,1,2,2,NA,NA,0,03/31/2025,"This charming and comfortable 20 square meters Studio apartment is located on boulevard de Bonne Nouvelle in the 10th arrondissement, on the 2nd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : decorative fireplace, unlimited high speed internet access, wifi , phone, cable, TV."
Canal Saint Martin - Paris,75010,10,95,3226,2,6,6,NA,NA,1,04/01/2025,"This beautiful and tastefully decorated 95 square meters , 2 Bedroom, apartment is located on rue des Vinaigriers in the 10th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 6 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access, balcony, phone, DVD, stereo."
Champs-Élysées - Paris,75017,17,35,1579,1,3,0,NA,NA,NA,04/01/2025,"This beautiful and charming 35 square meters , Studio, apartment is located on rue du Sergent Hoff in the 17th arrondissement, on the ground French floor of a 19th century building and it sleeps 3 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access, wifi, DVD."
Père Lachaise - Paris,75020,20,35,1183,1,2,5,NA,NA,0,04/01/2025,"This 35 square meters , 1 Bedroom, apartment is located on rue Sorbier in the 20th arrondissement, on the 5 th French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, unlimited high speed internet access, balcony, stereo, cable, TV."
Le Marais - Paris,75004,4,50,2190,2,4,6,NA,NA,1,04/01/2025,"This elegant and luminous 50 square meters , 2 Bedrooms, apartment is located on rue du Platre in the 4th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 4 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi, balcony, phone."
Nation - Paris,75011,11,22,1075,1,4,0,NA,NA,NA,04/01/2025,"This charming 22 square meters , Studio, apartment is located on rue de Montreuil in the 11th arrondissement, on the ground floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer-dryer, dishwasher, TV, unlimited high speed internet access with the wifi, stereo."
Sèvres - Paris,75006,6,30,1500,1,2,4,NA,NA,1,04/01/2025,"This charming 30 square meters , Alcove Studio, apartment is located on rue de Sevres in the 6th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access with the wifi, washer-dryer."
Saint Lazare - Paris,75009,9,29,1398,1,2,0,NA,NA,NA,04/02/2025,"This comfortable 29 square meters , Studio, apartment is located on rue d Amsterdam in the 9th arrondissement, on the ground floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, TV, unlimited high speed internet access with the wifi."
Canal Saint Martin - Paris,75010,10,25,1075,1,1,3,NA,NA,0,04/02/2025,"This charming and cozy 25 square meters , 1 Bedroom, apartment is located on Rue Sambre et Meuse in the 10th arrondissement, on the 3 rd French floor of a 19th century walk up building and it sleeps 1 person. This apartment is equipped with : cable, TV, unlimited high speed internet access, DVD."
Bastille - Paris,75011,11,35,1667,1,2,4,NA,NA,1,04/03/2025,"This bright 35 square meters , 1 Bedroom, apartment is located on passage Louis Philippe in the 11th arrondissement, on the 4 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer-dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, phone, DVD."
Champs de Mars - Tour Eiffel - Paris,75007,7,28,1744,1,2,1,150,4,0,01/07/2024,"This charming and cozy 28 square meters , Studio, apartment is located on rue de Grenelle in the 7th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer-dryer, cable, TV, unlimited high speed internet access with the wifi, decorative fireplace."
Sèvres - Paris,75015,15,35,1549,1,2,6,236,50,1,04/03/2025,"This charming and delightful 35 square meters , Alcove Studio, apartment is located on rue Lecourbe in the 15th arrondissement, on the 6 th French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, TV, unlimited high speed internet access with the wifi, balcony."
Madeleine - Paris,75009,9,27,1190,1,1,6,124,29,1,04/05/2025,"This comfortable and luminous 27 square meters (Carrez law), floor area 30 square meters , 1 Bedroom, apartment is located on rue de Caumartin in the 9th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 1 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi."
Saint-Germain-des-Prés - Paris,75006,6,30,1720,1,1,1,NA,NA,0,04/30/2025,"This beautiful and modern 30 square meters , 1 Bedroom, apartment is located on rue Jean François Gerbillon in the 6th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 1 people. This apartment is equipped with : washer, dryer, cable, TV, unlimited high speed internet access with the wifi, stereo."
Champs-Élysées - Paris,75017,17,165,6452,4,6,1,NA,NA,0,now,"This beautiful 165 square meters , 4 Bedroom, triplex apartment is located on rue Laugier in the 17th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 6 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access with the wifi, DVD. There are 3 bathrooms and 3 toilets (one on each level). 3 bedrooms are located on the upper floor (3rd level) of the apartment."
Place Vendôme - Paris,75002,2,28,1613,1,2,3,NA,NA,1,05/01/2025,"This cozy and well located 28 square meters , Studio, apartment is located on rue Volney in the 2nd arrondissement, on the 3 rd French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access with the wifi, stereo."
Champs-Élysées - Paris,75016,16,52,1990,1,2,3,NA,NA,1,05/01/2025,"This charming 52 square meters , 1 Bedroom, apartment is located on rue Yvon Villarceau in the 16th arrondissement, on the 3 rd French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, unlimited high speed internet access, DVD, stereo, decorative fireplace, cable, TV."
Quartier Latin - Paris,75005,5,30,1667,1,4,3,NA,NA,0,05/01/2025,"This fancy 30 square meters , 1 Bedroom, apartment is located on rue Monge in the 5th arrondissement, on the 3 rd French floor of a 19th century walk up building and it sleeps 4 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi."
Grands Boulevards - Paris,75010,10,25,1052,1,2,0,NA,NA,NA,05/01/2025,"This atypical 25 square meters , 1 Bedroom duplex apartment is located on rue de l echiquier in the 10th arrondissement, on the ground floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : TV, unlimited high speed internet access, decorative fireplace."
Champs-Élysées - Paris,75017,17,40,1602,1,2,2,NA,NA,0,05/01/2025,"This charming 40 square meters , 1 Bedroom, apartment is located on rue Brey in the 17th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dryer, cable, 2 TVs, unlimited high speed internet acces, a washing machine and a tumble dryer, and a combi-oven."
Champs de Mars - Tour Eiffel - Paris,75015,15,15,1054,1,2,1,NA,NA,1,now,"This modern and cozy 15 square meters , Studio, apartment is located on avenue de Suffren in the 15th arrondissement, on the 1 st French floor of a 20th century building and it sleeps 1 people. This apartment is equipped with : washer, dryer, TV, unlimited high speed internet access with the wifi."
Canal Saint Martin - Paris,75010,10,22,1077,1,2,1,NA,NA,0,05/04/2025,"This charming 22 square meters , Studio, apartment is located on rue Lucien Sampaix in the 10th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer-dryer, TV, unlimited high speed internet access with the wifi."
Jardin du Luxembourg - Paris,75005,5,80,3387,1,5,1,NA,NA,1,05/24/2025,"This beautiful and modern 80 square meters , 1 Bedroom, apartment is located on Place Alphonse-Laveran in the 5th arrondissement, on the 1 st French floor of a 19th century building and it sleeps 5 people. This apartment is equipped with : washer / dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, DVD, stereo,"
Le Marais - Paris,75003,3,90,2957,2,4,2,NA,NA,1,05/25/2025,"This charming 90 square meters , 2 Bedroom, apartment is located on rue Beranger in the 3rd arrondissement, on the 2 nd French floor of a 19th century building and it sleeps 4 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access, balcony, DVD, stereo."
Notre Dame - Paris,75005,5,21,1290,1,2,2,NA,NA,1,05/31/2025,"This charming 21 square meters , Studio, apartment is located on rue des Chantiers in the 5th arrondissement, on the 2 nd French floor of a 18th century building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi."
Champs de Mars - Tour Eiffel - Paris,75007,7,25,1400,1,1,1,NA,NA,0,06/01/2025,"This tastefully decorated 25 square meters , 1 Bedroom, apartment is located on rue Malar in the 7th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 1 person. This apartment is equipped with : washer-dryer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, phone, DVD."
Poissonnière - Paris,75010,10,35,1183,1,2,3,NA,NA,1,06/01/2025,"This elegant 35 square meters Studio apartment is located on rue de Paradis in the 10th arrondissement, on the 3rd French floor of a 20th century building and it sleeps 2 people. This apartment is equipped with : A/C, unlimited high speed internet access, stereo, TV, DVD."
Champs de Mars - Tour Eiffel - Paris,75015,15,35,1710,2,2,0,340,11,NA,06/01/2025,"Just a few minutes' walk from rue du Commerce, Dupleix metro station (line 6) and La Motte Picquet-Grenelle metro station (lines 6-8-10). Quiet, courtyard-facing 3-room, 38 m2 ground-floor apartment renovated in 2022 and fully equipped, comprising a living room with kitchen area, two bedrooms, one of which is open-plan, and a shower room with toilet. Close to all amenities. Immediate proximity to the Eiffel Tower. Rented furnished and comfortably equipped: washing machine, iron and ironing board, nespresso coffee maker, vacuum cleaner, tumble dryer, oven, kettle, wifi, 2 TVs. Lively neighborhood with all shops nearby."
Quartier Latin - Saint Michel - Paris,75005,5,45,2000,1,2,4,NA,NA,0,06/01/2025,"This delightful and charming 45 square meters , 1 Bedroom, apartment is located on rue de la Harpe in the 5th arrondissement, on the 4 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dishwasher, cable, TV, unlimited high speed internet access with the wifi, balcony."
Voltaire - Paris,75011,11,24,1290,1,2,1,NA,NA,0,06/01/2025,"This charming 24 square meters , Alcove Studio, apartment is located on rue Pache in the 11th arrondissement, on the 1 st French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, TV, unlimited high speed internet access with the wifi."
Bastille - Paris,75011,11,47,1828,1,2,3,NA,NA,0,06/01/2025,"This charming 47 square meters , 1 Bedroom, apartment is located on rue Daval in the 11th arrondissement, on the 3 rd French floor of a 18th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi."
Levallois-Perret,92300,92,40,1290,1,4,2,NA,NA,0,06/01/2025,"This charming 40 square meters , 1 Bedroom, apartment is located on rue Camille Pelletan in Levallois Perret, on the 2 nd French floor of a 20th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, cable, TV, unlimited high speed internet access with the wifi."
Saint-Germain-des-Prés - Paris,75006,6,50,2796,1,2,2,NA,NA,0,06/02/2025,"This tastefully decorated and luxurious 50 square meters , 1 Bedroom, apartment is located on rue Ferou in the 6th arrondissement, on the 2 nd French floor of a 17th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access."
Champs de Mars - Tour Eiffel - Paris,75007,7,30,1480,1,2,2,323,10,0,06/02/2025,"This 30 square meters , Studio, apartment is located on passage Jean Nicot in the 7th arrondissement, on the 2 nd French floor of a 19th century walk up building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, TV, DVD, stereo, unlimited high speed internet access with the wifi."
Quartier Latin - Paris,75005,5,42,1951,1,2,6,NA,NA,1,06/02/2025,"This modern and beautiful 42 square meters , 1 Bedroom, apartment is located on rue Tournefort in the 5th arrondissement, on the 6 th French floor of a 19th century building and it sleeps 2 people. This apartment is equipped with : washer, dryer, dishwasher, TV, unlimited high speed internet access with the wifi."
